well	strain	drug	dose_um	runtime	measure
E02	wt	6772625 (2)	6	2678	0.0812
E02	wt	6772625 (2)	6	3552	0.0849
E02	wt	6772625 (2)	6	4427	0.0856
E02	wt	6772625 (2)	6	5301	0.0881
E02	wt	6772625 (2)	6	6176	0.0861
E02	wt	6772625 (2)	6	7050	0.0886
E02	wt	6772625 (2)	6	7924	0.0902
E02	wt	6772625 (2)	6	8799	0.0929
E02	wt	6772625 (2)	6	9673	0.094
E02	wt	6772625 (2)	6	10548	0.0947
E02	wt	6772625 (2)	6	11422	0.0972
E02	wt	6772625 (2)	6	12297	0.0994
E02	wt	6772625 (2)	6	13171	0.1005
E02	wt	6772625 (2)	6	14046	0.1056
E02	wt	6772625 (2)	6	14920	0.1064
E02	wt	6772625 (2)	6	15794	0.1095
E02	wt	6772625 (2)	6	16669	0.118
E02	wt	6772625 (2)	6	17543	0.126
E02	wt	6772625 (2)	6	18417	0.1239
E02	wt	6772625 (2)	6	19292	0.1366
E02	wt	6772625 (2)	6	20166	0.1402
E02	wt	6772625 (2)	6	21041	0.1437
E02	wt	6772625 (2)	6	21915	0.1502
E02	wt	6772625 (2)	6	22789	0.1602
E02	wt	6772625 (2)	6	23663	0.175
E02	wt	6772625 (2)	6	24538	0.1881
E02	wt	6772625 (2)	6	25412	0.1965
E02	wt	6772625 (2)	6	26286	0.2069
E02	wt	6772625 (2)	6	27161	0.2221
E02	wt	6772625 (2)	6	28036	0.2373
E02	wt	6772625 (2)	6	28910	0.2511
E02	wt	6772625 (2)	6	29785	0.2681
E02	wt	6772625 (2)	6	30659	0.2862
E02	wt	6772625 (2)	6	31534	0.3078
E02	wt	6772625 (2)	6	32408	0.3243
E02	wt	6772625 (2)	6	33282	0.3538
E02	wt	6772625 (2)	6	34157	0.372
E02	wt	6772625 (2)	6	35031	0.4004
E02	wt	6772625 (2)	6	35905	0.4267
E02	wt	6772625 (2)	6	36780	0.4531
E02	wt	6772625 (2)	6	37655	0.4792
E02	wt	6772625 (2)	6	38529	0.5065
E02	wt	6772625 (2)	6	39403	0.5406
E02	wt	6772625 (2)	6	40278	0.5695
E02	wt	6772625 (2)	6	41152	0.5992
E02	wt	6772625 (2)	6	42026	0.6318
E02	wt	6772625 (2)	6	42901	0.6632
E02	wt	6772625 (2)	6	43775	0.6888
E02	wt	6772625 (2)	6	44650	0.7289
E02	wt	6772625 (2)	6	45524	0.7529
E02	wt	6772625 (2)	6	46399	0.7815
E02	wt	6772625 (2)	6	47273	0.8108
E02	wt	6772625 (2)	6	48148	0.8405
E02	wt	6772625 (2)	6	49022	0.8598
E02	wt	6772625 (2)	6	49896	0.8846
E02	wt	6772625 (2)	6	50770	0.8935
E02	wt	6772625 (2)	6	51645	0.8914
E02	wt	6772625 (2)	6	52519	0.8864
E02	wt	6772625 (2)	6	53393	0.887
E02	wt	6772625 (2)	6	54268	0.89
E02	wt	6772625 (2)	6	55143	0.8881
E02	wt	6772625 (2)	6	56017	0.8897
E02	wt	6772625 (2)	6	56891	0.8905
E02	wt	6772625 (2)	6	57766	0.8951
E02	wt	6772625 (2)	6	58640	0.8942
E02	wt	6772625 (2)	6	59515	0.8965
E02	wt	6772625 (2)	6	60389	0.8955
E02	wt	6772625 (2)	6	61264	0.8978
E02	wt	6772625 (2)	6	62138	0.9003
E02	wt	6772625 (2)	6	63013	0.8997
E02	wt	6772625 (2)	6	65075	0.8956
E02	wt	6772625 (2)	6	65950	0.8999
E02	wt	6772625 (2)	6	66824	0.8987
E02	wt	6772625 (2)	6	67698	0.901
E02	wt	6772625 (2)	6	68573	0.8977
E02	wt	6772625 (2)	6	69447	0.9025
E02	wt	6772625 (2)	6	70322	0.903
E02	wt	6772625 (2)	6	71196	0.9007
E02	wt	6772625 (2)	6	72070	0.901
E02	wt	6772625 (2)	6	72945	0.9055
E02	wt	6772625 (2)	6	73819	0.9004
E02	wt	6772625 (2)	6	74695	0.9039
E02	wt	6772625 (2)	6	75570	0.9034
E02	wt	6772625 (2)	6	76444	0.9077
E02	wt	6772625 (2)	6	77319	0.9037
E02	wt	6772625 (2)	6	78193	0.9057
E02	wt	6772625 (2)	6	79068	0.9067
E02	wt	6772625 (2)	6	79943	0.9043
E02	wt	6772625 (2)	6	80818	0.9117
E02	wt	6772625 (2)	6	82096	0.9098
E02	wt	6772625 (2)	6	82970	0.9115
E02	wt	6772625 (2)	6	83845	0.9062
E03	wt	6772625 (2)	6	926	0.0907
E03	wt	6772625 (2)	6	1802	0.0952
E03	wt	6772625 (2)	6	2678	0.093
E03	wt	6772625 (2)	6	3552	0.0963
E03	wt	6772625 (2)	6	4427	0.0936
E03	wt	6772625 (2)	6	5301	0.0979
E03	wt	6772625 (2)	6	6176	0.0941
E03	wt	6772625 (2)	6	7050	0.099
E03	wt	6772625 (2)	6	7924	0.0981
E03	wt	6772625 (2)	6	8799	0.0994
E03	wt	6772625 (2)	6	9673	0.1024
E03	wt	6772625 (2)	6	10548	0.1033
E03	wt	6772625 (2)	6	11422	0.1062
E03	wt	6772625 (2)	6	12297	0.1064
E03	wt	6772625 (2)	6	13171	0.1101
E03	wt	6772625 (2)	6	14046	0.1202
E03	wt	6772625 (2)	6	14920	0.1216
E03	wt	6772625 (2)	6	15794	0.1234
E03	wt	6772625 (2)	6	16669	0.1294
E03	wt	6772625 (2)	6	17543	0.1308
E03	wt	6772625 (2)	6	18417	0.1356
E03	wt	6772625 (2)	6	19292	0.1451
E03	wt	6772625 (2)	6	20166	0.1438
E03	wt	6772625 (2)	6	21041	0.1582
E03	wt	6772625 (2)	6	21915	0.1649
E03	wt	6772625 (2)	6	22789	0.1762
E03	wt	6772625 (2)	6	23663	0.1878
E03	wt	6772625 (2)	6	24538	0.2009
E03	wt	6772625 (2)	6	25412	0.2145
E03	wt	6772625 (2)	6	26286	0.2215
E03	wt	6772625 (2)	6	27161	0.2395
E03	wt	6772625 (2)	6	28036	0.2517
E03	wt	6772625 (2)	6	28910	0.2709
E03	wt	6772625 (2)	6	29785	0.2795
E03	wt	6772625 (2)	6	30659	0.3016
E03	wt	6772625 (2)	6	31534	0.3274
E03	wt	6772625 (2)	6	32408	0.3454
E03	wt	6772625 (2)	6	33282	0.3658
E03	wt	6772625 (2)	6	34157	0.39
E03	wt	6772625 (2)	6	35031	0.4183
E03	wt	6772625 (2)	6	35905	0.4394
E03	wt	6772625 (2)	6	36780	0.4631
E03	wt	6772625 (2)	6	37655	0.5005
E03	wt	6772625 (2)	6	38529	0.5191
E03	wt	6772625 (2)	6	39403	0.55
E03	wt	6772625 (2)	6	40278	0.5786
E03	wt	6772625 (2)	6	41152	0.6106
E03	wt	6772625 (2)	6	42026	0.6339
E03	wt	6772625 (2)	6	42901	0.6677
E03	wt	6772625 (2)	6	43775	0.6959
E03	wt	6772625 (2)	6	44650	0.7321
E03	wt	6772625 (2)	6	45524	0.7598
E03	wt	6772625 (2)	6	46399	0.7914
E03	wt	6772625 (2)	6	47273	0.8194
E03	wt	6772625 (2)	6	48148	0.8437
E03	wt	6772625 (2)	6	49022	0.8645
E03	wt	6772625 (2)	6	49896	0.8887
E03	wt	6772625 (2)	6	50770	0.9029
E03	wt	6772625 (2)	6	51645	0.9099
E03	wt	6772625 (2)	6	52519	0.8983
E03	wt	6772625 (2)	6	53393	0.8953
E03	wt	6772625 (2)	6	54268	0.9072
E03	wt	6772625 (2)	6	55143	0.9013
E03	wt	6772625 (2)	6	56017	0.9001
E03	wt	6772625 (2)	6	56891	0.9058
E03	wt	6772625 (2)	6	57766	0.9057
E03	wt	6772625 (2)	6	58640	0.908
E03	wt	6772625 (2)	6	59515	0.909
E03	wt	6772625 (2)	6	60389	0.9091
E03	wt	6772625 (2)	6	61264	0.9136
E03	wt	6772625 (2)	6	62138	0.9136
E03	wt	6772625 (2)	6	63013	0.9114
E03	wt	6772625 (2)	6	65075	0.9129
E03	wt	6772625 (2)	6	65950	0.9098
E03	wt	6772625 (2)	6	66824	0.9095
E03	wt	6772625 (2)	6	67698	0.9143
E03	wt	6772625 (2)	6	68573	0.9114
E03	wt	6772625 (2)	6	69447	0.9188
E03	wt	6772625 (2)	6	70322	0.9152
E03	wt	6772625 (2)	6	71196	0.9158
E03	wt	6772625 (2)	6	72070	0.9119
E03	wt	6772625 (2)	6	72945	0.9187
E03	wt	6772625 (2)	6	73819	0.9151
E03	wt	6772625 (2)	6	74695	0.9171
E03	wt	6772625 (2)	6	75570	0.918
E03	wt	6772625 (2)	6	76444	0.9152
E03	wt	6772625 (2)	6	77319	0.9177
E03	wt	6772625 (2)	6	78193	0.922
E03	wt	6772625 (2)	6	79068	0.9245
E03	wt	6772625 (2)	6	79943	0.9173
E03	wt	6772625 (2)	6	80818	0.9273
E03	wt	6772625 (2)	6	82096	0.9227
E03	wt	6772625 (2)	6	82970	0.9237
E03	wt	6772625 (2)	6	83845	0.9181
E04	opi3∆	6772625 (2)	6	926	0.0964
E04	opi3∆	6772625 (2)	6	1802	0.0965
E04	opi3∆	6772625 (2)	6	2678	0.0962
E04	opi3∆	6772625 (2)	6	3552	0.0971
E04	opi3∆	6772625 (2)	6	4427	0.0995
E04	opi3∆	6772625 (2)	6	5301	0.1006
E04	opi3∆	6772625 (2)	6	6176	0.1029
E04	opi3∆	6772625 (2)	6	7050	0.1071
E04	opi3∆	6772625 (2)	6	7924	0.1066
E04	opi3∆	6772625 (2)	6	8799	0.1055
E04	opi3∆	6772625 (2)	6	9673	0.1013
E04	opi3∆	6772625 (2)	6	10548	0.0989
E04	opi3∆	6772625 (2)	6	11422	0.1061
E04	opi3∆	6772625 (2)	6	12297	0.1009
E04	opi3∆	6772625 (2)	6	13171	0.108
E04	opi3∆	6772625 (2)	6	14046	0.1088
E04	opi3∆	6772625 (2)	6	14920	0.1082
E04	opi3∆	6772625 (2)	6	15794	0.1118
E04	opi3∆	6772625 (2)	6	16669	0.1172
E04	opi3∆	6772625 (2)	6	17543	0.1161
E04	opi3∆	6772625 (2)	6	18417	0.1247
E04	opi3∆	6772625 (2)	6	19292	0.1199
E04	opi3∆	6772625 (2)	6	20166	0.1226
E04	opi3∆	6772625 (2)	6	21041	0.126
E04	opi3∆	6772625 (2)	6	21915	0.1353
E04	opi3∆	6772625 (2)	6	22789	0.147
E04	opi3∆	6772625 (2)	6	23663	0.1581
E04	opi3∆	6772625 (2)	6	24538	0.1514
E04	opi3∆	6772625 (2)	6	25412	0.164
E04	opi3∆	6772625 (2)	6	26286	0.1655
E04	opi3∆	6772625 (2)	6	27161	0.1781
E04	opi3∆	6772625 (2)	6	28036	0.1821
E04	opi3∆	6772625 (2)	6	28910	0.1906
E04	opi3∆	6772625 (2)	6	29785	0.2009
E04	opi3∆	6772625 (2)	6	30659	0.2115
E04	opi3∆	6772625 (2)	6	31534	0.2278
E04	opi3∆	6772625 (2)	6	32408	0.2391
E04	opi3∆	6772625 (2)	6	33282	0.2479
E04	opi3∆	6772625 (2)	6	34157	0.2614
E04	opi3∆	6772625 (2)	6	35031	0.2774
E04	opi3∆	6772625 (2)	6	35905	0.2878
E04	opi3∆	6772625 (2)	6	36780	0.3017
E04	opi3∆	6772625 (2)	6	37655	0.32
E04	opi3∆	6772625 (2)	6	38529	0.3384
E04	opi3∆	6772625 (2)	6	39403	0.3458
E04	opi3∆	6772625 (2)	6	40278	0.3719
E04	opi3∆	6772625 (2)	6	41152	0.3851
E04	opi3∆	6772625 (2)	6	42026	0.4003
E04	opi3∆	6772625 (2)	6	42901	0.4245
E04	opi3∆	6772625 (2)	6	43775	0.4403
E04	opi3∆	6772625 (2)	6	44650	0.4594
E04	opi3∆	6772625 (2)	6	45524	0.4798
E04	opi3∆	6772625 (2)	6	46399	0.4968
E04	opi3∆	6772625 (2)	6	47273	0.5146
E04	opi3∆	6772625 (2)	6	48148	0.5294
E04	opi3∆	6772625 (2)	6	49022	0.5536
E04	opi3∆	6772625 (2)	6	49896	0.5684
E04	opi3∆	6772625 (2)	6	50770	0.5875
E04	opi3∆	6772625 (2)	6	51645	0.6059
E04	opi3∆	6772625 (2)	6	52519	0.6242
E04	opi3∆	6772625 (2)	6	53393	0.6424
E04	opi3∆	6772625 (2)	6	54268	0.6611
E04	opi3∆	6772625 (2)	6	55143	0.6789
E04	opi3∆	6772625 (2)	6	56017	0.6931
E04	opi3∆	6772625 (2)	6	56891	0.7156
E04	opi3∆	6772625 (2)	6	57766	0.7303
E04	opi3∆	6772625 (2)	6	58640	0.7487
E04	opi3∆	6772625 (2)	6	59515	0.7569
E04	opi3∆	6772625 (2)	6	60389	0.7705
E04	opi3∆	6772625 (2)	6	61264	0.781
E04	opi3∆	6772625 (2)	6	62138	0.7703
E04	opi3∆	6772625 (2)	6	63013	0.7696
E04	opi3∆	6772625 (2)	6	65075	0.7646
E04	opi3∆	6772625 (2)	6	65950	0.7569
E04	opi3∆	6772625 (2)	6	66824	0.7546
E04	opi3∆	6772625 (2)	6	67698	0.7572
E04	opi3∆	6772625 (2)	6	68573	0.7535
E04	opi3∆	6772625 (2)	6	69447	0.7565
E04	opi3∆	6772625 (2)	6	70322	0.7548
E04	opi3∆	6772625 (2)	6	71196	0.7549
E04	opi3∆	6772625 (2)	6	72070	0.7534
E04	opi3∆	6772625 (2)	6	72945	0.7545
E04	opi3∆	6772625 (2)	6	73819	0.7496
E04	opi3∆	6772625 (2)	6	74695	0.7499
E04	opi3∆	6772625 (2)	6	75570	0.7509
E04	opi3∆	6772625 (2)	6	76444	0.7493
E04	opi3∆	6772625 (2)	6	77319	0.7504
E04	opi3∆	6772625 (2)	6	78193	0.7493
E04	opi3∆	6772625 (2)	6	79068	0.7533
E04	opi3∆	6772625 (2)	6	79943	0.7491
E04	opi3∆	6772625 (2)	6	80818	0.7553
E04	opi3∆	6772625 (2)	6	82096	0.7502
E04	opi3∆	6772625 (2)	6	82970	0.7536
E04	opi3∆	6772625 (2)	6	83845	0.7528
E05	opi3∆	6772625 (2)	6	926	0.0857
E05	opi3∆	6772625 (2)	6	1802	0.0906
E05	opi3∆	6772625 (2)	6	2678	0.0878
E05	opi3∆	6772625 (2)	6	3552	0.0929
E05	opi3∆	6772625 (2)	6	4427	0.0981
E05	opi3∆	6772625 (2)	6	5301	0.0969
E05	opi3∆	6772625 (2)	6	6176	0.1086
E05	opi3∆	6772625 (2)	6	7050	0.1018
E05	opi3∆	6772625 (2)	6	7924	0.1073
E05	opi3∆	6772625 (2)	6	8799	0.1034
E05	opi3∆	6772625 (2)	6	9673	0.1046
E05	opi3∆	6772625 (2)	6	10548	0.0971
E05	opi3∆	6772625 (2)	6	11422	0.1083
E05	opi3∆	6772625 (2)	6	12297	0.1061
E05	opi3∆	6772625 (2)	6	13171	0.1116
E05	opi3∆	6772625 (2)	6	14046	0.1097
E05	opi3∆	6772625 (2)	6	14920	0.1009
E05	opi3∆	6772625 (2)	6	15794	0.1106
E05	opi3∆	6772625 (2)	6	16669	0.1195
E05	opi3∆	6772625 (2)	6	17543	0.1172
E05	opi3∆	6772625 (2)	6	18417	0.1238
E05	opi3∆	6772625 (2)	6	19292	0.1239
E05	opi3∆	6772625 (2)	6	20166	0.1213
E05	opi3∆	6772625 (2)	6	21041	0.1258
E05	opi3∆	6772625 (2)	6	21915	0.1256
E05	opi3∆	6772625 (2)	6	22789	0.1335
E05	opi3∆	6772625 (2)	6	23663	0.1568
E05	opi3∆	6772625 (2)	6	24538	0.1341
E05	opi3∆	6772625 (2)	6	25412	0.1439
E05	opi3∆	6772625 (2)	6	26286	0.1487
E05	opi3∆	6772625 (2)	6	27161	0.1571
E05	opi3∆	6772625 (2)	6	28036	0.1632
E05	opi3∆	6772625 (2)	6	28910	0.168
E05	opi3∆	6772625 (2)	6	29785	0.1773
E05	opi3∆	6772625 (2)	6	30659	0.1867
E05	opi3∆	6772625 (2)	6	31534	0.1958
E05	opi3∆	6772625 (2)	6	32408	0.2064
E05	opi3∆	6772625 (2)	6	33282	0.217
E05	opi3∆	6772625 (2)	6	34157	0.2301
E05	opi3∆	6772625 (2)	6	35031	0.2404
E05	opi3∆	6772625 (2)	6	35905	0.2516
E05	opi3∆	6772625 (2)	6	36780	0.2664
E05	opi3∆	6772625 (2)	6	37655	0.2799
E05	opi3∆	6772625 (2)	6	38529	0.2932
E05	opi3∆	6772625 (2)	6	39403	0.3017
E05	opi3∆	6772625 (2)	6	40278	0.3207
E05	opi3∆	6772625 (2)	6	41152	0.3335
E05	opi3∆	6772625 (2)	6	42026	0.3445
E05	opi3∆	6772625 (2)	6	42901	0.3622
E05	opi3∆	6772625 (2)	6	43775	0.3787
E05	opi3∆	6772625 (2)	6	44650	0.3956
E05	opi3∆	6772625 (2)	6	45524	0.4055
E05	opi3∆	6772625 (2)	6	46399	0.4299
E05	opi3∆	6772625 (2)	6	47273	0.4429
E05	opi3∆	6772625 (2)	6	48148	0.4604
E05	opi3∆	6772625 (2)	6	49022	0.4753
E05	opi3∆	6772625 (2)	6	49896	0.4926
E05	opi3∆	6772625 (2)	6	50770	0.5098
E05	opi3∆	6772625 (2)	6	51645	0.523
E05	opi3∆	6772625 (2)	6	52519	0.5385
E05	opi3∆	6772625 (2)	6	53393	0.5539
E05	opi3∆	6772625 (2)	6	54268	0.5678
E05	opi3∆	6772625 (2)	6	55143	0.5842
E05	opi3∆	6772625 (2)	6	56017	0.6054
E05	opi3∆	6772625 (2)	6	56891	0.6229
E05	opi3∆	6772625 (2)	6	57766	0.6307
E05	opi3∆	6772625 (2)	6	58640	0.6502
E05	opi3∆	6772625 (2)	6	59515	0.6593
E05	opi3∆	6772625 (2)	6	60389	0.6737
E05	opi3∆	6772625 (2)	6	61264	0.6875
E05	opi3∆	6772625 (2)	6	62138	0.6984
E05	opi3∆	6772625 (2)	6	63013	0.7045
E05	opi3∆	6772625 (2)	6	65075	0.6991
E05	opi3∆	6772625 (2)	6	65950	0.6982
E05	opi3∆	6772625 (2)	6	66824	0.6909
E05	opi3∆	6772625 (2)	6	67698	0.6871
E05	opi3∆	6772625 (2)	6	68573	0.6831
E05	opi3∆	6772625 (2)	6	69447	0.6834
E05	opi3∆	6772625 (2)	6	70322	0.6844
E05	opi3∆	6772625 (2)	6	71196	0.6811
E05	opi3∆	6772625 (2)	6	72070	0.6805
E05	opi3∆	6772625 (2)	6	72945	0.6783
E05	opi3∆	6772625 (2)	6	73819	0.6813
E05	opi3∆	6772625 (2)	6	74695	0.6803
E05	opi3∆	6772625 (2)	6	75570	0.6786
E05	opi3∆	6772625 (2)	6	76444	0.682
E05	opi3∆	6772625 (2)	6	77319	0.679
E05	opi3∆	6772625 (2)	6	78193	0.6805
E05	opi3∆	6772625 (2)	6	79068	0.6799
E05	opi3∆	6772625 (2)	6	79943	0.673
E05	opi3∆	6772625 (2)	6	80818	0.678
E05	opi3∆	6772625 (2)	6	82096	0.6765
E05	opi3∆	6772625 (2)	6	82970	0.6768
E05	opi3∆	6772625 (2)	6	83845	0.6755
E06	opi3∆	6772625 (2)	6	926	0.084
E06	opi3∆	6772625 (2)	6	1802	0.092
E06	opi3∆	6772625 (2)	6	2678	0.0848
E06	opi3∆	6772625 (2)	6	3552	0.0909
E06	opi3∆	6772625 (2)	6	4427	0.0972
E06	opi3∆	6772625 (2)	6	5301	0.1025
E06	opi3∆	6772625 (2)	6	6176	0.1037
E06	opi3∆	6772625 (2)	6	7050	0.0999
E06	opi3∆	6772625 (2)	6	7924	0.1117
E06	opi3∆	6772625 (2)	6	8799	0.1045
E06	opi3∆	6772625 (2)	6	9673	0.111
E06	opi3∆	6772625 (2)	6	10548	0.1067
E06	opi3∆	6772625 (2)	6	11422	0.1195
E06	opi3∆	6772625 (2)	6	12297	0.1193
E06	opi3∆	6772625 (2)	6	13171	0.1122
E06	opi3∆	6772625 (2)	6	14046	0.1162
E06	opi3∆	6772625 (2)	6	14920	0.1069
E06	opi3∆	6772625 (2)	6	15794	0.1191
E06	opi3∆	6772625 (2)	6	16669	0.1358
E06	opi3∆	6772625 (2)	6	17543	0.1304
E06	opi3∆	6772625 (2)	6	18417	0.1359
E06	opi3∆	6772625 (2)	6	19292	0.1398
E06	opi3∆	6772625 (2)	6	20166	0.1439
E06	opi3∆	6772625 (2)	6	21041	0.1448
E06	opi3∆	6772625 (2)	6	21915	0.1345
E06	opi3∆	6772625 (2)	6	22789	0.1444
E06	opi3∆	6772625 (2)	6	23663	0.1704
E06	opi3∆	6772625 (2)	6	24538	0.137
E06	opi3∆	6772625 (2)	6	25412	0.1458
E06	opi3∆	6772625 (2)	6	26286	0.1473
E06	opi3∆	6772625 (2)	6	27161	0.1549
E06	opi3∆	6772625 (2)	6	28036	0.1644
E06	opi3∆	6772625 (2)	6	28910	0.1746
E06	opi3∆	6772625 (2)	6	29785	0.1836
E06	opi3∆	6772625 (2)	6	30659	0.1913
E06	opi3∆	6772625 (2)	6	31534	0.2022
E06	opi3∆	6772625 (2)	6	32408	0.2101
E06	opi3∆	6772625 (2)	6	33282	0.2194
E06	opi3∆	6772625 (2)	6	34157	0.2309
E06	opi3∆	6772625 (2)	6	35031	0.2438
E06	opi3∆	6772625 (2)	6	35905	0.2574
E06	opi3∆	6772625 (2)	6	36780	0.2701
E06	opi3∆	6772625 (2)	6	37655	0.2845
E06	opi3∆	6772625 (2)	6	38529	0.2964
E06	opi3∆	6772625 (2)	6	39403	0.309
E06	opi3∆	6772625 (2)	6	40278	0.3239
E06	opi3∆	6772625 (2)	6	41152	0.3376
E06	opi3∆	6772625 (2)	6	42026	0.3532
E06	opi3∆	6772625 (2)	6	42901	0.3708
E06	opi3∆	6772625 (2)	6	43775	0.3873
E06	opi3∆	6772625 (2)	6	44650	0.4072
E06	opi3∆	6772625 (2)	6	45524	0.4159
E06	opi3∆	6772625 (2)	6	46399	0.4406
E06	opi3∆	6772625 (2)	6	47273	0.4547
E06	opi3∆	6772625 (2)	6	48148	0.4706
E06	opi3∆	6772625 (2)	6	49022	0.4906
E06	opi3∆	6772625 (2)	6	49896	0.5065
E06	opi3∆	6772625 (2)	6	50770	0.5225
E06	opi3∆	6772625 (2)	6	51645	0.5376
E06	opi3∆	6772625 (2)	6	52519	0.5545
E06	opi3∆	6772625 (2)	6	53393	0.5736
E06	opi3∆	6772625 (2)	6	54268	0.5896
E06	opi3∆	6772625 (2)	6	55143	0.5995
E06	opi3∆	6772625 (2)	6	56017	0.6202
E06	opi3∆	6772625 (2)	6	56891	0.6374
E06	opi3∆	6772625 (2)	6	57766	0.6477
E06	opi3∆	6772625 (2)	6	58640	0.6695
E06	opi3∆	6772625 (2)	6	59515	0.6783
E06	opi3∆	6772625 (2)	6	60389	0.6923
E06	opi3∆	6772625 (2)	6	61264	0.7059
E06	opi3∆	6772625 (2)	6	62138	0.7173
E06	opi3∆	6772625 (2)	6	63013	0.7145
E06	opi3∆	6772625 (2)	6	65075	0.7043
E06	opi3∆	6772625 (2)	6	65950	0.7004
E06	opi3∆	6772625 (2)	6	66824	0.7002
E06	opi3∆	6772625 (2)	6	67698	0.6948
E06	opi3∆	6772625 (2)	6	68573	0.6948
E06	opi3∆	6772625 (2)	6	69447	0.6969
E06	opi3∆	6772625 (2)	6	70322	0.6934
E06	opi3∆	6772625 (2)	6	71196	0.6937
E06	opi3∆	6772625 (2)	6	72070	0.6949
E06	opi3∆	6772625 (2)	6	72945	0.6955
E06	opi3∆	6772625 (2)	6	73819	0.6916
E06	opi3∆	6772625 (2)	6	74695	0.6972
E06	opi3∆	6772625 (2)	6	75570	0.6919
E06	opi3∆	6772625 (2)	6	76444	0.6922
E06	opi3∆	6772625 (2)	6	77319	0.6874
E06	opi3∆	6772625 (2)	6	78193	0.6937
E06	opi3∆	6772625 (2)	6	79068	0.6949
E06	opi3∆	6772625 (2)	6	79943	0.6895
E06	opi3∆	6772625 (2)	6	80818	0.6958
E06	opi3∆	6772625 (2)	6	82096	0.6945
E06	opi3∆	6772625 (2)	6	82970	0.6972
E06	opi3∆	6772625 (2)	6	83845	0.6948
E07	wt	5673113 (1)	6	926	0.0937
E07	wt	5673113 (1)	6	1802	0.0948
E07	wt	5673113 (1)	6	2678	0.0916
E07	wt	5673113 (1)	6	3552	0.0965
E07	wt	5673113 (1)	6	4427	0.1019
E07	wt	5673113 (1)	6	5301	0.0936
E07	wt	5673113 (1)	6	6176	0.0972
E07	wt	5673113 (1)	6	7050	0.0958
E07	wt	5673113 (1)	6	7924	0.1067
E07	wt	5673113 (1)	6	8799	0.1035
E07	wt	5673113 (1)	6	9673	0.1121
E07	wt	5673113 (1)	6	10548	0.1139
E07	wt	5673113 (1)	6	11422	0.1141
E07	wt	5673113 (1)	6	12297	0.1196
E07	wt	5673113 (1)	6	13171	0.1149
E07	wt	5673113 (1)	6	14046	0.1166
E07	wt	5673113 (1)	6	14920	0.1291
E07	wt	5673113 (1)	6	15794	0.1406
E07	wt	5673113 (1)	6	16669	0.14
E07	wt	5673113 (1)	6	17543	0.1321
E07	wt	5673113 (1)	6	18417	0.1387
E07	wt	5673113 (1)	6	19292	0.1442
E07	wt	5673113 (1)	6	20166	0.1644
E07	wt	5673113 (1)	6	21041	0.1593
E07	wt	5673113 (1)	6	21915	0.1658
E07	wt	5673113 (1)	6	22789	0.1892
E07	wt	5673113 (1)	6	23663	0.1844
E07	wt	5673113 (1)	6	24538	0.1974
E07	wt	5673113 (1)	6	25412	0.2144
E07	wt	5673113 (1)	6	26286	0.22
E07	wt	5673113 (1)	6	27161	0.2339
E07	wt	5673113 (1)	6	28036	0.2507
E07	wt	5673113 (1)	6	28910	0.2673
E07	wt	5673113 (1)	6	29785	0.2832
E07	wt	5673113 (1)	6	30659	0.3043
E07	wt	5673113 (1)	6	31534	0.3274
E07	wt	5673113 (1)	6	32408	0.3481
E07	wt	5673113 (1)	6	33282	0.3657
E07	wt	5673113 (1)	6	34157	0.3913
E07	wt	5673113 (1)	6	35031	0.4233
E07	wt	5673113 (1)	6	35905	0.4506
E07	wt	5673113 (1)	6	36780	0.4733
E07	wt	5673113 (1)	6	37655	0.5045
E07	wt	5673113 (1)	6	38529	0.5263
E07	wt	5673113 (1)	6	39403	0.5574
E07	wt	5673113 (1)	6	40278	0.5867
E07	wt	5673113 (1)	6	41152	0.62
E07	wt	5673113 (1)	6	42026	0.6451
E07	wt	5673113 (1)	6	42901	0.6766
E07	wt	5673113 (1)	6	43775	0.7092
E07	wt	5673113 (1)	6	44650	0.7422
E07	wt	5673113 (1)	6	45524	0.7689
E07	wt	5673113 (1)	6	46399	0.8001
E07	wt	5673113 (1)	6	47273	0.8227
E07	wt	5673113 (1)	6	48148	0.8526
E07	wt	5673113 (1)	6	49022	0.8696
E07	wt	5673113 (1)	6	49896	0.8877
E07	wt	5673113 (1)	6	50770	0.8843
E07	wt	5673113 (1)	6	51645	0.886
E07	wt	5673113 (1)	6	52519	0.8811
E07	wt	5673113 (1)	6	53393	0.8813
E07	wt	5673113 (1)	6	54268	0.8846
E07	wt	5673113 (1)	6	55143	0.8845
E07	wt	5673113 (1)	6	56017	0.8859
E07	wt	5673113 (1)	6	56891	0.8901
E07	wt	5673113 (1)	6	57766	0.8873
E07	wt	5673113 (1)	6	58640	0.8922
E07	wt	5673113 (1)	6	59515	0.8903
E07	wt	5673113 (1)	6	60389	0.894
E07	wt	5673113 (1)	6	61264	0.8948
E07	wt	5673113 (1)	6	62138	0.895
E07	wt	5673113 (1)	6	63013	0.8943
E07	wt	5673113 (1)	6	65075	0.8971
E07	wt	5673113 (1)	6	65950	0.8944
E07	wt	5673113 (1)	6	66824	0.8951
E07	wt	5673113 (1)	6	67698	0.8981
E07	wt	5673113 (1)	6	68573	0.8951
E07	wt	5673113 (1)	6	69447	0.8959
E07	wt	5673113 (1)	6	70322	0.8986
E07	wt	5673113 (1)	6	71196	0.8993
E07	wt	5673113 (1)	6	72070	0.8987
