well	strain	drug	dose_um	runtime	measure
A01	wt	6772625 (2)	0	926	0.111
A01	wt	6772625 (2)	0	1802	0.1098
A01	wt	6772625 (2)	0	2678	0.119
A01	wt	6772625 (2)	0	3552	0.124
A01	wt	6772625 (2)	0	4427	0.1114
A01	wt	6772625 (2)	0	5301	0.1235
A01	wt	6772625 (2)	0	6176	0.1149
A01	wt	6772625 (2)	0	7050	0.1139
A01	wt	6772625 (2)	0	7924	0.124
A01	wt	6772625 (2)	0	8799	0.1255
A01	wt	6772625 (2)	0	9673	0.1148
A01	wt	6772625 (2)	0	10548	0.1176
A01	wt	6772625 (2)	0	11422	0.1271
A01	wt	6772625 (2)	0	12297	0.1278
A01	wt	6772625 (2)	0	13171	0.1224
A01	wt	6772625 (2)	0	14046	0.1278
A01	wt	6772625 (2)	0	14920	0.1296
A01	wt	6772625 (2)	0	15794	0.148
A01	wt	6772625 (2)	0	16669	0.1365
A01	wt	6772625 (2)	0	17543	0.1399
A01	wt	6772625 (2)	0	18417	0.1504
A01	wt	6772625 (2)	0	19292	0.1543
A01	wt	6772625 (2)	0	20166	0.1552
A01	wt	6772625 (2)	0	21041	0.1675
A01	wt	6772625 (2)	0	21915	0.1844
A01	wt	6772625 (2)	0	22789	0.2057
A01	wt	6772625 (2)	0	23663	0.2027
A01	wt	6772625 (2)	0	24538	0.2146
A01	wt	6772625 (2)	0	25412	0.2352
A01	wt	6772625 (2)	0	26286	0.2393
A01	wt	6772625 (2)	0	27161	0.2521
A01	wt	6772625 (2)	0	28036	0.264
A01	wt	6772625 (2)	0	28910	0.2854
A01	wt	6772625 (2)	0	29785	0.2968
A01	wt	6772625 (2)	0	30659	0.3224
A01	wt	6772625 (2)	0	31534	0.341
A01	wt	6772625 (2)	0	32408	0.3586
A01	wt	6772625 (2)	0	33282	0.3809
A01	wt	6772625 (2)	0	34157	0.408
A01	wt	6772625 (2)	0	35031	0.4406
A01	wt	6772625 (2)	0	35905	0.467
A01	wt	6772625 (2)	0	36780	0.492
A01	wt	6772625 (2)	0	37655	0.5201
A01	wt	6772625 (2)	0	38529	0.5587
A01	wt	6772625 (2)	0	39403	0.5778
A01	wt	6772625 (2)	0	40278	0.6094
A01	wt	6772625 (2)	0	41152	0.6486
A01	wt	6772625 (2)	0	42026	0.6687
A01	wt	6772625 (2)	0	42901	0.7035
A01	wt	6772625 (2)	0	43775	0.7302
A01	wt	6772625 (2)	0	44650	0.7688
A01	wt	6772625 (2)	0	45524	0.7938
A01	wt	6772625 (2)	0	46399	0.8305
A01	wt	6772625 (2)	0	47273	0.8508
A01	wt	6772625 (2)	0	48148	0.8832
A01	wt	6772625 (2)	0	49022	0.9065
A01	wt	6772625 (2)	0	49896	0.9189
A01	wt	6772625 (2)	0	50770	0.9246
A01	wt	6772625 (2)	0	51645	0.9207
A01	wt	6772625 (2)	0	52519	0.923
A01	wt	6772625 (2)	0	53393	0.9163
A01	wt	6772625 (2)	0	54268	0.9225
A01	wt	6772625 (2)	0	55143	0.9209
A01	wt	6772625 (2)	0	56017	0.9233
A01	wt	6772625 (2)	0	56891	0.9263
A01	wt	6772625 (2)	0	57766	0.92490000000000006
A01	wt	6772625 (2)	0	58640	0.9304
A01	wt	6772625 (2)	0	59515	0.9279
A01	wt	6772625 (2)	0	60389	0.9333
A01	wt	6772625 (2)	0	61264	0.9299
A01	wt	6772625 (2)	0	62138	0.9329
A01	wt	6772625 (2)	0	63013	0.9274
A01	wt	6772625 (2)	0	65075	0.9344
A01	wt	6772625 (2)	0	65950	0.9365
A01	wt	6772625 (2)	0	66824	0.9396
A01	wt	6772625 (2)	0	67698	0.9379
A01	wt	6772625 (2)	0	68573	0.9349
A01	wt	6772625 (2)	0	69447	0.9387
A01	wt	6772625 (2)	0	70322	0.9407
A01	wt	6772625 (2)	0	71196	0.9423
A01	wt	6772625 (2)	0	72070	0.9369
A01	wt	6772625 (2)	0	72945	0.9402
A01	wt	6772625 (2)	0	73819	0.9425
A01	wt	6772625 (2)	0	74695	0.9395
A01	wt	6772625 (2)	0	75570	0.942
A01	wt	6772625 (2)	0	76444	0.9419
A01	wt	6772625 (2)	0	77319	0.9434
A01	wt	6772625 (2)	0	78193	0.9441
A01	wt	6772625 (2)	0	79068	0.9454
A01	wt	6772625 (2)	0	79943	0.9448
A01	wt	6772625 (2)	0	80818	0.9456
A01	wt	6772625 (2)	0	82096	0.9476
A01	wt	6772625 (2)	0	82970	0.9492
A01	wt	6772625 (2)	0	83845	0.9453
A02	wt	6772625 (2)	0	926	0.0854
A02	wt	6772625 (2)	0	1802	0.0861
A02	wt	6772625 (2)	0	2678	0.0861
A02	wt	6772625 (2)	0	3552	0.094
A02	wt	6772625 (2)	0	4427	0.0958
A02	wt	6772625 (2)	0	5301	0.101
A02	wt	6772625 (2)	0	6176	0.107
A02	wt	6772625 (2)	0	7050	0.1096
A02	wt	6772625 (2)	0	7924	0.1033
A02	wt	6772625 (2)	0	8799	0.1069
A02	wt	6772625 (2)	0	9673	0.1022
A02	wt	6772625 (2)	0	10548	0.104
A02	wt	6772625 (2)	0	11422	0.1154
A02	wt	6772625 (2)	0	12297	0.1172
A02	wt	6772625 (2)	0	13171	0.1207
A02	wt	6772625 (2)	0	14046	0.1187
A02	wt	6772625 (2)	0	14920	0.1156
A02	wt	6772625 (2)	0	15794	0.1261
A02	wt	6772625 (2)	0	16669	0.1189
A02	wt	6772625 (2)	0	17543	0.1279
A02	wt	6772625 (2)	0	18417	0.1366
A02	wt	6772625 (2)	0	19292	0.1406
A02	wt	6772625 (2)	0	20166	0.1498
A02	wt	6772625 (2)	0	21041	0.1617
A02	wt	6772625 (2)	0	21915	0.1758
A02	wt	6772625 (2)	0	22789	0.1737
A02	wt	6772625 (2)	0	23663	0.1929
A02	wt	6772625 (2)	0	24538	0.2004
A02	wt	6772625 (2)	0	25412	0.2162
A02	wt	6772625 (2)	0	26286	0.2268
A02	wt	6772625 (2)	0	27161	0.2446
A02	wt	6772625 (2)	0	28036	0.2634
A02	wt	6772625 (2)	0	28910	0.2714
A02	wt	6772625 (2)	0	29785	0.2936
A02	wt	6772625 (2)	0	30659	0.3137
A02	wt	6772625 (2)	0	31534	0.3392
A02	wt	6772625 (2)	0	32408	0.3617
A02	wt	6772625 (2)	0	33282	0.3903
A02	wt	6772625 (2)	0	34157	0.4186
A02	wt	6772625 (2)	0	35031	0.4432
A02	wt	6772625 (2)	0	35905	0.4713
A02	wt	6772625 (2)	0	36780	0.5011
A02	wt	6772625 (2)	0	37655	0.5302
A02	wt	6772625 (2)	0	38529	0.5594
A02	wt	6772625 (2)	0	39403	0.5915
A02	wt	6772625 (2)	0	40278	0.6231
A02	wt	6772625 (2)	0	41152	0.6535
A02	wt	6772625 (2)	0	42026	0.6871
A02	wt	6772625 (2)	0	42901	0.7163
A02	wt	6772625 (2)	0	43775	0.7463
A02	wt	6772625 (2)	0	44650	0.777
A02	wt	6772625 (2)	0	45524	0.8059
A02	wt	6772625 (2)	0	46399	0.8372
A02	wt	6772625 (2)	0	47273	0.8595
A02	wt	6772625 (2)	0	48148	0.8827
A02	wt	6772625 (2)	0	49022	0.8894
A02	wt	6772625 (2)	0	49896	0.8916
A02	wt	6772625 (2)	0	50770	0.8923
A02	wt	6772625 (2)	0	51645	0.8866
A02	wt	6772625 (2)	0	52519	0.8951
A02	wt	6772625 (2)	0	53393	0.8888
A02	wt	6772625 (2)	0	54268	0.8906
A02	wt	6772625 (2)	0	55143	0.8924
A02	wt	6772625 (2)	0	56017	0.8974
A02	wt	6772625 (2)	0	56891	0.8919
A02	wt	6772625 (2)	0	57766	0.8895
A02	wt	6772625 (2)	0	58640	0.8954
A02	wt	6772625 (2)	0	59515	0.8989
A02	wt	6772625 (2)	0	60389	0.9022
A02	wt	6772625 (2)	0	61264	0.8957
A02	wt	6772625 (2)	0	62138	0.9039
A02	wt	6772625 (2)	0	63013	0.9017
A02	wt	6772625 (2)	0	65075	0.8999
A02	wt	6772625 (2)	0	65950	0.9055
A02	wt	6772625 (2)	0	66824	0.9067
A02	wt	6772625 (2)	0	67698	0.9046
A02	wt	6772625 (2)	0	68573	0.9018
A02	wt	6772625 (2)	0	69447	0.9075
A02	wt	6772625 (2)	0	70322	0.9074
A02	wt	6772625 (2)	0	71196	0.9091
A02	wt	6772625 (2)	0	72070	0.9074
A02	wt	6772625 (2)	0	72945	0.9128
A02	wt	6772625 (2)	0	73819	0.9102
A02	wt	6772625 (2)	0	74695	0.9095
A02	wt	6772625 (2)	0	75570	0.9087
A02	wt	6772625 (2)	0	76444	0.9149
A02	wt	6772625 (2)	0	77319	0.9063
A02	wt	6772625 (2)	0	78193	0.9131
A02	wt	6772625 (2)	0	79068	0.9093
A02	wt	6772625 (2)	0	79943	0.9054
A02	wt	6772625 (2)	0	80818	0.9142
A02	wt	6772625 (2)	0	82096	0.9125
A02	wt	6772625 (2)	0	82970	0.9147
A02	wt	6772625 (2)	0	83845	0.9124
A03	wt	6772625 (2)	0	926	0.0879
A03	wt	6772625 (2)	0	1802	0.1002
A03	wt	6772625 (2)	0	2678	0.0934
A03	wt	6772625 (2)	0	3552	0.1012
A03	wt	6772625 (2)	0	4427	0.1028
A03	wt	6772625 (2)	0	5301	0.1064
A03	wt	6772625 (2)	0	6176	0.1134
A03	wt	6772625 (2)	0	7050	0.1158
A03	wt	6772625 (2)	0	7924	0.1138
A03	wt	6772625 (2)	0	8799	0.1132
A03	wt	6772625 (2)	0	9673	0.1134
A03	wt	6772625 (2)	0	10548	0.1072
A03	wt	6772625 (2)	0	11422	0.1281
A03	wt	6772625 (2)	0	12297	0.1312
A03	wt	6772625 (2)	0	13171	0.1344
A03	wt	6772625 (2)	0	14046	0.1312
A03	wt	6772625 (2)	0	14920	0.1243
A03	wt	6772625 (2)	0	15794	0.1343
A03	wt	6772625 (2)	0	16669	0.133
A03	wt	6772625 (2)	0	17543	0.1462
A03	wt	6772625 (2)	0	18417	0.1501
A03	wt	6772625 (2)	0	19292	0.1494
A03	wt	6772625 (2)	0	20166	0.1607
A03	wt	6772625 (2)	0	21041	0.1714
A03	wt	6772625 (2)	0	21915	0.1874
A03	wt	6772625 (2)	0	22789	0.1953
A03	wt	6772625 (2)	0	23663	0.2037
A03	wt	6772625 (2)	0	24538	0.2135
A03	wt	6772625 (2)	0	25412	0.2272
A03	wt	6772625 (2)	0	26286	0.2344
A03	wt	6772625 (2)	0	27161	0.2557
A03	wt	6772625 (2)	0	28036	0.2765
A03	wt	6772625 (2)	0	28910	0.2945
A03	wt	6772625 (2)	0	29785	0.3126
A03	wt	6772625 (2)	0	30659	0.3337
A03	wt	6772625 (2)	0	31534	0.3573
A03	wt	6772625 (2)	0	32408	0.375
A03	wt	6772625 (2)	0	33282	0.4042
A03	wt	6772625 (2)	0	34157	0.4284
A03	wt	6772625 (2)	0	35031	0.4568
A03	wt	6772625 (2)	0	35905	0.4897
A03	wt	6772625 (2)	0	36780	0.5146
A03	wt	6772625 (2)	0	37655	0.5467
A03	wt	6772625 (2)	0	38529	0.5754
A03	wt	6772625 (2)	0	39403	0.6063
A03	wt	6772625 (2)	0	40278	0.6401
A03	wt	6772625 (2)	0	41152	0.6731
A03	wt	6772625 (2)	0	42026	0.708
A03	wt	6772625 (2)	0	42901	0.7352
A03	wt	6772625 (2)	0	43775	0.7658
A03	wt	6772625 (2)	0	44650	0.8022
A03	wt	6772625 (2)	0	45524	0.8276
A03	wt	6772625 (2)	0	46399	0.8588
A03	wt	6772625 (2)	0	47273	0.8836
A03	wt	6772625 (2)	0	48148	0.9094
A03	wt	6772625 (2)	0	49022	0.9205
A03	wt	6772625 (2)	0	49896	0.9288
A03	wt	6772625 (2)	0	50770	0.9222
A03	wt	6772625 (2)	0	51645	0.9214
A03	wt	6772625 (2)	0	52519	0.9243
A03	wt	6772625 (2)	0	53393	0.9241
A03	wt	6772625 (2)	0	54268	0.929
A03	wt	6772625 (2)	0	55143	0.9261
A03	wt	6772625 (2)	0	56017	0.9287
A03	wt	6772625 (2)	0	56891	0.9293
A03	wt	6772625 (2)	0	57766	0.9267
A03	wt	6772625 (2)	0	58640	0.9315
A03	wt	6772625 (2)	0	59515	0.9312
A03	wt	6772625 (2)	0	60389	0.9356
A03	wt	6772625 (2)	0	61264	0.9357
A03	wt	6772625 (2)	0	62138	0.942
A03	wt	6772625 (2)	0	63013	0.9373
A03	wt	6772625 (2)	0	65075	0.9373
A03	wt	6772625 (2)	0	65950	0.9385
A03	wt	6772625 (2)	0	66824	0.9384
A03	wt	6772625 (2)	0	67698	0.9379
A03	wt	6772625 (2)	0	68573	0.9375
A03	wt	6772625 (2)	0	69447	0.9418
A03	wt	6772625 (2)	0	70322	0.9417
A03	wt	6772625 (2)	0	71196	0.9397
A03	wt	6772625 (2)	0	72070	0.9399
A03	wt	6772625 (2)	0	72945	0.9461
A03	wt	6772625 (2)	0	73819	0.9429
A03	wt	6772625 (2)	0	74695	0.9399
A03	wt	6772625 (2)	0	75570	0.9444
A03	wt	6772625 (2)	0	76444	0.9465
A03	wt	6772625 (2)	0	77319	0.9419
A03	wt	6772625 (2)	0	78193	0.9484
A03	wt	6772625 (2)	0	79068	0.9446
A03	wt	6772625 (2)	0	79943	0.9407
A03	wt	6772625 (2)	0	80818	0.9511
A03	wt	6772625 (2)	0	82096	0.948
A03	wt	6772625 (2)	0	82970	0.9495
A03	wt	6772625 (2)	0	83845	0.9482
A04	opi3∆	6772625 (2)	0	926	0.1049
A04	opi3∆	6772625 (2)	0	1802	0.1057
A04	opi3∆	6772625 (2)	0	2678	0.1025
A04	opi3∆	6772625 (2)	0	3552	0.1142
A04	opi3∆	6772625 (2)	0	4427	0.1202
A04	opi3∆	6772625 (2)	0	5301	0.1289
A04	opi3∆	6772625 (2)	0	6176	0.1341
A04	opi3∆	6772625 (2)	0	7050	0.1348
A04	opi3∆	6772625 (2)	0	7924	0.1303
A04	opi3∆	6772625 (2)	0	8799	0.1257
A04	opi3∆	6772625 (2)	0	9673	0.1252
A04	opi3∆	6772625 (2)	0	10548	0.1154
A04	opi3∆	6772625 (2)	0	11422	0.1433
A04	opi3∆	6772625 (2)	0	12297	0.1422
A04	opi3∆	6772625 (2)	0	13171	0.1432
A04	opi3∆	6772625 (2)	0	14046	0.1385
A04	opi3∆	6772625 (2)	0	14920	0.1384
A04	opi3∆	6772625 (2)	0	15794	0.1413
A04	opi3∆	6772625 (2)	0	16669	0.1373
A04	opi3∆	6772625 (2)	0	17543	0.1454
A04	opi3∆	6772625 (2)	0	18417	0.1547
A04	opi3∆	6772625 (2)	0	19292	0.1351
A04	opi3∆	6772625 (2)	0	20166	0.1482
A04	opi3∆	6772625 (2)	0	21041	0.1528
A04	opi3∆	6772625 (2)	0	21915	0.1528
A04	opi3∆	6772625 (2)	0	22789	0.1537
A04	opi3∆	6772625 (2)	0	23663	0.1588
A04	opi3∆	6772625 (2)	0	24538	0.1526
A04	opi3∆	6772625 (2)	0	25412	0.1589
A04	opi3∆	6772625 (2)	0	26286	0.1657
A04	opi3∆	6772625 (2)	0	27161	0.1723
A04	opi3∆	6772625 (2)	0	28036	0.1819
A04	opi3∆	6772625 (2)	0	28910	0.1936
A04	opi3∆	6772625 (2)	0	29785	0.2003
A04	opi3∆	6772625 (2)	0	30659	0.2117
A04	opi3∆	6772625 (2)	0	31534	0.2213
A04	opi3∆	6772625 (2)	0	32408	0.2386
A04	opi3∆	6772625 (2)	0	33282	0.249
A04	opi3∆	6772625 (2)	0	34157	0.2585
A04	opi3∆	6772625 (2)	0	35031	0.2756
A04	opi3∆	6772625 (2)	0	35905	0.2913
A04	opi3∆	6772625 (2)	0	36780	0.303
A04	opi3∆	6772625 (2)	0	37655	0.321
A04	opi3∆	6772625 (2)	0	38529	0.3381
A04	opi3∆	6772625 (2)	0	39403	0.3497
A04	opi3∆	6772625 (2)	0	40278	0.369
A04	opi3∆	6772625 (2)	0	41152	0.392
A04	opi3∆	6772625 (2)	0	42026	0.4054
A04	opi3∆	6772625 (2)	0	42901	0.4275
A04	opi3∆	6772625 (2)	0	43775	0.4441
A04	opi3∆	6772625 (2)	0	44650	0.4671
A04	opi3∆	6772625 (2)	0	45524	0.4841
A04	opi3∆	6772625 (2)	0	46399	0.5065
A04	opi3∆	6772625 (2)	0	47273	0.5212
A04	opi3∆	6772625 (2)	0	48148	0.5414
A04	opi3∆	6772625 (2)	0	49022	0.5582
A04	opi3∆	6772625 (2)	0	49896	0.5789
A04	opi3∆	6772625 (2)	0	50770	0.5945
A04	opi3∆	6772625 (2)	0	51645	0.6192
A04	opi3∆	6772625 (2)	0	52519	0.6326
A04	opi3∆	6772625 (2)	0	53393	0.6511
A04	opi3∆	6772625 (2)	0	54268	0.6779
A04	opi3∆	6772625 (2)	0	55143	0.6911
A04	opi3∆	6772625 (2)	0	56017	0.7059
A04	opi3∆	6772625 (2)	0	56891	0.7272
A04	opi3∆	6772625 (2)	0	57766	0.74
A04	opi3∆	6772625 (2)	0	58640	0.7546
A04	opi3∆	6772625 (2)	0	59515	0.7551
A04	opi3∆	6772625 (2)	0	60389	0.7534
A04	opi3∆	6772625 (2)	0	61264	0.7522
A04	opi3∆	6772625 (2)	0	62138	0.7521
A04	opi3∆	6772625 (2)	0	63013	0.7397
A04	opi3∆	6772625 (2)	0	65075	0.7347
A04	opi3∆	6772625 (2)	0	65950	0.7395
A04	opi3∆	6772625 (2)	0	66824	0.7337
A04	opi3∆	6772625 (2)	0	67698	0.7314
A04	opi3∆	6772625 (2)	0	68573	0.7315
A04	opi3∆	6772625 (2)	0	69447	0.7325
A04	opi3∆	6772625 (2)	0	70322	0.7364
A04	opi3∆	6772625 (2)	0	71196	0.7336
A04	opi3∆	6772625 (2)	0	72070	0.7281
A04	opi3∆	6772625 (2)	0	72945	0.7341
A04	opi3∆	6772625 (2)	0	73819	0.731
A04	opi3∆	6772625 (2)	0	74695	0.7263
A04	opi3∆	6772625 (2)	0	75570	0.7318
A04	opi3∆	6772625 (2)	0	76444	0.7313
A04	opi3∆	6772625 (2)	0	77319	0.7294
A04	opi3∆	6772625 (2)	0	78193	0.7344
A04	opi3∆	6772625 (2)	0	79068	0.7307
A04	opi3∆	6772625 (2)	0	79943	0.7274
A04	opi3∆	6772625 (2)	0	80818	0.7364
A04	opi3∆	6772625 (2)	0	82096	0.7293
A04	opi3∆	6772625 (2)	0	82970	0.732
A04	opi3∆	6772625 (2)	0	83845	0.7271
A05	opi3∆	6772625 (2)	0	926	0.089
A05	opi3∆	6772625 (2)	0	1802	0.1123
A05	opi3∆	6772625 (2)	0	2678	0.1165
A05	opi3∆	6772625 (2)	0	3552	0.1162
A05	opi3∆	6772625 (2)	0	4427	0.1242
A05	opi3∆	6772625 (2)	0	5301	0.1253
A05	opi3∆	6772625 (2)	0	6176	0.1342
A05	opi3∆	6772625 (2)	0	7050	0.1349
A05	opi3∆	6772625 (2)	0	7924	0.1339
A05	opi3∆	6772625 (2)	0	8799	0.1327
A05	opi3∆	6772625 (2)	0	9673	0.1289
A05	opi3∆	6772625 (2)	0	10548	0.1198
A05	opi3∆	6772625 (2)	0	11422	0.1519
A05	opi3∆	6772625 (2)	0	12297	0.1504
A05	opi3∆	6772625 (2)	0	13171	0.156
A05	opi3∆	6772625 (2)	0	14046	0.1527
A05	opi3∆	6772625 (2)	0	14920	0.1505
A05	opi3∆	6772625 (2)	0	15794	0.1524
A05	opi3∆	6772625 (2)	0	16669	0.1501
A05	opi3∆	6772625 (2)	0	17543	0.1617
A05	opi3∆	6772625 (2)	0	18417	0.1723
A05	opi3∆	6772625 (2)	0	19292	0.1511
A05	opi3∆	6772625 (2)	0	20166	0.1548
A05	opi3∆	6772625 (2)	0	21041	0.1653
A05	opi3∆	6772625 (2)	0	21915	0.1538
A05	opi3∆	6772625 (2)	0	22789	0.1613
A05	opi3∆	6772625 (2)	0	23663	0.1625
A05	opi3∆	6772625 (2)	0	24538	0.1474
A05	opi3∆	6772625 (2)	0	25412	0.1545
A05	opi3∆	6772625 (2)	0	26286	0.1613
A05	opi3∆	6772625 (2)	0	27161	0.1702
A05	opi3∆	6772625 (2)	0	28036	0.1781
A05	opi3∆	6772625 (2)	0	28910	0.1863
A05	opi3∆	6772625 (2)	0	29785	0.1965
A05	opi3∆	6772625 (2)	0	30659	0.2105
A05	opi3∆	6772625 (2)	0	31534	0.2246
A05	opi3∆	6772625 (2)	0	32408	0.238
A05	opi3∆	6772625 (2)	0	33282	0.2499
A05	opi3∆	6772625 (2)	0	34157	0.2627
A05	opi3∆	6772625 (2)	0	35031	0.2755
A05	opi3∆	6772625 (2)	0	35905	0.2899
A05	opi3∆	6772625 (2)	0	36780	0.3051
A05	opi3∆	6772625 (2)	0	37655	0.3209
A05	opi3∆	6772625 (2)	0	38529	0.3396
A05	opi3∆	6772625 (2)	0	39403	0.354
A05	opi3∆	6772625 (2)	0	40278	0.375
A05	opi3∆	6772625 (2)	0	41152	0.3944
A05	opi3∆	6772625 (2)	0	42026	0.4096
A05	opi3∆	6772625 (2)	0	42901	0.433
A05	opi3∆	6772625 (2)	0	43775	0.4471
A05	opi3∆	6772625 (2)	0	44650	0.472
A05	opi3∆	6772625 (2)	0	45524	0.4907
A05	opi3∆	6772625 (2)	0	46399	0.5161
A05	opi3∆	6772625 (2)	0	47273	0.5299
A05	opi3∆	6772625 (2)	0	48148	0.5481
A05	opi3∆	6772625 (2)	0	49022	0.5694
A05	opi3∆	6772625 (2)	0	49896	0.5922
A05	opi3∆	6772625 (2)	0	50770	0.6122
A05	opi3∆	6772625 (2)	0	51645	0.6311
A05	opi3∆	6772625 (2)	0	52519	0.6515
A05	opi3∆	6772625 (2)	0	53393	0.6672
A05	opi3∆	6772625 (2)	0	54268	0.689
A05	opi3∆	6772625 (2)	0	55143	0.7032
A05	opi3∆	6772625 (2)	0	56017	0.7209
A05	opi3∆	6772625 (2)	0	56891	0.7364
A05	opi3∆	6772625 (2)	0	57766	0.7539
A05	opi3∆	6772625 (2)	0	58640	0.7725
A05	opi3∆	6772625 (2)	0	59515	0.7767
A05	opi3∆	6772625 (2)	0	60389	0.772
A05	opi3∆	6772625 (2)	0	61264	0.775
A05	opi3∆	6772625 (2)	0	62138	0.765
A05	opi3∆	6772625 (2)	0	63013	0.7595
A05	opi3∆	6772625 (2)	0	65075	0.7597
A05	opi3∆	6772625 (2)	0	65950	0.7554
A05	opi3∆	6772625 (2)	0	66824	0.755
A05	opi3∆	6772625 (2)	0	67698	0.7539
A05	opi3∆	6772625 (2)	0	68573	0.7527
A05	opi3∆	6772625 (2)	0	69447	0.7551
A05	opi3∆	6772625 (2)	0	70322	0.7561
A05	opi3∆	6772625 (2)	0	71196	0.7519
A05	opi3∆	6772625 (2)	0	72070	0.7494
A05	opi3∆	6772625 (2)	0	72945	0.7524
A05	opi3∆	6772625 (2)	0	73819	0.752
A05	opi3∆	6772625 (2)	0	74695	0.749
A05	opi3∆	6772625 (2)	0	75570	0.7505
A05	opi3∆	6772625 (2)	0	76444	0.7529
A05	opi3∆	6772625 (2)	0	77319	0.7515
A05	opi3∆	6772625 (2)	0	78193	0.7521
A05	opi3∆	6772625 (2)	0	79068	0.7504
A05	opi3∆	6772625 (2)	0	79943	0.7476
A05	opi3∆	6772625 (2)	0	80818	0.7558
A05	opi3∆	6772625 (2)	0	82096	0.7514
A05	opi3∆	6772625 (2)	0	82970	0.7537
A05	opi3∆	6772625 (2)	0	83845	0.7474
A06	opi3∆	6772625 (2)	0	926	0.0839
A06	opi3∆	6772625 (2)	0	1802	0.1166
A06	opi3∆	6772625 (2)	0	2678	0.1233
A06	opi3∆	6772625 (2)	0	3552	0.1171
A06	opi3∆	6772625 (2)	0	4427	0.1301
A06	opi3∆	6772625 (2)	0	5301	0.1289
A06	opi3∆	6772625 (2)	0	6176	0.133
A06	opi3∆	6772625 (2)	0	7050	0.1341
A06	opi3∆	6772625 (2)	0	7924	0.1335
A06	opi3∆	6772625 (2)	0	8799	0.138
A06	opi3∆	6772625 (2)	0	9673	0.1323
A06	opi3∆	6772625 (2)	0	10548	0.14
A06	opi3∆	6772625 (2)	0	11422	0.1547
A06	opi3∆	6772625 (2)	0	12297	0.1542
A06	opi3∆	6772625 (2)	0	13171	0.1588
A06	opi3∆	6772625 (2)	0	14046	0.1609
A06	opi3∆	6772625 (2)	0	14920	0.1584
A06	opi3∆	6772625 (2)	0	15794	0.1618
A06	opi3∆	6772625 (2)	0	16669	0.1656
A06	opi3∆	6772625 (2)	0	17543	0.1728
A06	opi3∆	6772625 (2)	0	18417	0.1785
A06	opi3∆	6772625 (2)	0	19292	0.1671
A06	opi3∆	6772625 (2)	0	20166	0.1777
A06	opi3∆	6772625 (2)	0	21041	0.1869
A06	opi3∆	6772625 (2)	0	21915	0.1779
A06	opi3∆	6772625 (2)	0	22789	0.1852
A06	opi3∆	6772625 (2)	0	23663	0.1712
A06	opi3∆	6772625 (2)	0	24538	0.1472
A06	opi3∆	6772625 (2)	0	25412	0.1504
A06	opi3∆	6772625 (2)	0	26286	0.1571
A06	opi3∆	6772625 (2)	0	27161	0.1649
A06	opi3∆	6772625 (2)	0	28036	0.1775
A06	opi3∆	6772625 (2)	0	28910	0.1824
A06	opi3∆	6772625 (2)	0	29785	0.1963
A06	opi3∆	6772625 (2)	0	30659	0.2075
A06	opi3∆	6772625 (2)	0	31534	0.2176
A06	opi3∆	6772625 (2)	0	32408	0.2282
A06	opi3∆	6772625 (2)	0	33282	0.2405
A06	opi3∆	6772625 (2)	0	34157	0.2587
A06	opi3∆	6772625 (2)	0	35031	0.2724
A06	opi3∆	6772625 (2)	0	35905	0.2863
A06	opi3∆	6772625 (2)	0	36780	0.299
A06	opi3∆	6772625 (2)	0	37655	0.317
A06	opi3∆	6772625 (2)	0	38529	0.3348
A06	opi3∆	6772625 (2)	0	39403	0.3523
A06	opi3∆	6772625 (2)	0	40278	0.3713
A06	opi3∆	6772625 (2)	0	41152	0.388
A06	opi3∆	6772625 (2)	0	42026	0.4097
A06	opi3∆	6772625 (2)	0	42901	0.4254
A06	opi3∆	6772625 (2)	0	43775	0.4418
A06	opi3∆	6772625 (2)	0	44650	0.4662
A06	opi3∆	6772625 (2)	0	45524	0.4818
A06	opi3∆	6772625 (2)	0	46399	0.5082
A06	opi3∆	6772625 (2)	0	47273	0.5201
A06	opi3∆	6772625 (2)	0	48148	0.5462
A06	opi3∆	6772625 (2)	0	49022	0.5605
A06	opi3∆	6772625 (2)	0	49896	0.5851
A06	opi3∆	6772625 (2)	0	50770	0.6059
A06	opi3∆	6772625 (2)	0	51645	0.6236
A06	opi3∆	6772625 (2)	0	52519	0.6464
A06	opi3∆	6772625 (2)	0	53393	0.6589
A06	opi3∆	6772625 (2)	0	54268	0.6831
A06	opi3∆	6772625 (2)	0	55143	0.6983
A06	opi3∆	6772625 (2)	0	56017	0.7182
A06	opi3∆	6772625 (2)	0	56891	0.7332
A06	opi3∆	6772625 (2)	0	57766	0.7476
A06	opi3∆	6772625 (2)	0	58640	0.7658
A06	opi3∆	6772625 (2)	0	59515	0.7736
A06	opi3∆	6772625 (2)	0	60389	0.774
A06	opi3∆	6772625 (2)	0	61264	0.7664
A06	opi3∆	6772625 (2)	0	62138	0.7651
A06	opi3∆	6772625 (2)	0	63013	0.7521
A06	opi3∆	6772625 (2)	0	65075	0.7505
A06	opi3∆	6772625 (2)	0	65950	0.7515
A06	opi3∆	6772625 (2)	0	66824	0.7516
A06	opi3∆	6772625 (2)	0	67698	0.7467
A06	opi3∆	6772625 (2)	0	68573	0.7492
A06	opi3∆	6772625 (2)	0	69447	0.7547
A06	opi3∆	6772625 (2)	0	70322	0.7509
A06	opi3∆	6772625 (2)	0	71196	0.7496
A06	opi3∆	6772625 (2)	0	72070	0.7458
