well	drug_name	assay_conc_um	runtime	measure
A01	NA	NA	0	0.077
A01	NA	NA	1033	0.078
A01	NA	NA	2114	0.079
A01	NA	NA	3195	0.08
A01	NA	NA	4276	0.081
A01	NA	NA	5357	0.081
A01	NA	NA	6438	0.082
A01	NA	NA	7519	0.082
A01	NA	NA	8600	0.083
A01	NA	NA	9681	0.084
A01	NA	NA	10762	0.085
A01	NA	NA	11843	0.086
A01	NA	NA	12913	0.087
A01	NA	NA	13994	0.088
A01	NA	NA	15075	0.088
A01	NA	NA	16156	0.089
A01	NA	NA	17237	0.09
A01	NA	NA	18318	0.091
A01	NA	NA	19399	0.092
A01	NA	NA	20480	0.094
A01	NA	NA	21561	0.095
A01	NA	NA	22642	0.096
A01	NA	NA	23722	0.1
A01	NA	NA	24793	0.099
A01	NA	NA	25874	0.099
A01	NA	NA	26955	0.097
A01	NA	NA	28036	0.1
A01	NA	NA	29117	0.102
A01	NA	NA	30198	0.108
A01	NA	NA	31279	0.11
A01	NA	NA	32360	0.114
A01	NA	NA	33441	0.122
A01	NA	NA	34522	0.127
A01	NA	NA	35603	0.135
A01	NA	NA	36673	0.143
A01	NA	NA	37754	0.152
A01	NA	NA	38835	0.161
A01	NA	NA	39916	0.173
A01	NA	NA	40997	0.183
A01	NA	NA	42078	0.202
A01	NA	NA	43159	0.215
A01	NA	NA	44240	0.238
A01	NA	NA	45321	0.253
A01	NA	NA	46402	0.275
A01	NA	NA	47482	0.288
A01	NA	NA	48553	0.311
A01	NA	NA	49634	0.332
A01	NA	NA	50715	0.351
A01	NA	NA	51796	0.372
A01	NA	NA	52877	0.392
A01	NA	NA	53959	0.412
A01	NA	NA	55039	0.429
A01	NA	NA	56120	0.441
A01	NA	NA	57201	0.451
A01	NA	NA	58281	0.461
A01	NA	NA	59362	0.47
A01	NA	NA	60433	0.475
A01	NA	NA	61514	0.484
A01	NA	NA	62595	0.49
A01	NA	NA	63676	0.495
A01	NA	NA	64757	0.5
A01	NA	NA	65838	0.503
A01	NA	NA	66919	0.508
A01	NA	NA	68000	0.512
A01	NA	NA	69081	0.514
A01	NA	NA	70161	0.513
A01	NA	NA	71242	0.513
A01	NA	NA	72313	0.511
A01	NA	NA	73394	0.507
A01	NA	NA	74475	0.507
A01	NA	NA	75556	0.506
A01	NA	NA	76637	0.505
A01	NA	NA	77718	0.504
A01	NA	NA	78799	0.502
A01	NA	NA	79880	0.5
A01	NA	NA	80961	0.5
A01	NA	NA	82041	0.5
A01	NA	NA	83122	0.498
A01	NA	NA	84193	0.499
A01	NA	NA	85274	0.499
A01	NA	NA	86355	0.495
A01	NA	NA	87436	0.495
A01	NA	NA	88517	0.492
A01	NA	NA	89598	0.494
A01	NA	NA	90679	0.49
A01	NA	NA	91760	0.492
A01	NA	NA	92840	0.491
A01	NA	NA	93921	0.492
A01	NA	NA	95002	0.488
A01	NA	NA	96073	0.489
A01	NA	NA	97154	0.489
A01	NA	NA	98235	0.487
A01	NA	NA	99316	0.487
A01	NA	NA	100397	0.488
A01	NA	NA	101478	0.488
A01	NA	NA	102559	0.486
A01	NA	NA	103640	0.485
A01	NA	NA	104720	0.487
A01	NA	NA	105801	0.486
A01	NA	NA	106882	0.485
A01	NA	NA	107953	0.484
A01	NA	NA	109034	0.485
A01	NA	NA	110115	0.486
A01	NA	NA	111196	0.484
A01	NA	NA	112277	0.485
A01	NA	NA	113358	0.483
A01	NA	NA	114439	0.483
A01	NA	NA	115519	0.479
A01	NA	NA	116600	0.482
A01	NA	NA	117681	0.483
A01	NA	NA	118762	0.481
A02	Abacavir Sulfate	200	0	0.076
A02	Abacavir Sulfate	200	1033	0.077
A02	Abacavir Sulfate	200	2114	0.078
A02	Abacavir Sulfate	200	3195	0.08
A02	Abacavir Sulfate	200	4276	0.081
A02	Abacavir Sulfate	200	5357	0.082
A02	Abacavir Sulfate	200	6438	0.084
A02	Abacavir Sulfate	200	7519	0.089
A02	Abacavir Sulfate	200	8600	0.095
A02	Abacavir Sulfate	200	9681	0.099
A02	Abacavir Sulfate	200	10762	0.103
A02	Abacavir Sulfate	200	11843	0.107
A02	Abacavir Sulfate	200	12913	0.112
A02	Abacavir Sulfate	200	13994	0.118
A02	Abacavir Sulfate	200	15075	0.123
A02	Abacavir Sulfate	200	16156	0.129
A02	Abacavir Sulfate	200	17237	0.134
A02	Abacavir Sulfate	200	18318	0.139
A02	Abacavir Sulfate	200	19399	0.144
A02	Abacavir Sulfate	200	20480	0.15
A02	Abacavir Sulfate	200	21561	0.156
A02	Abacavir Sulfate	200	22642	0.162
A02	Abacavir Sulfate	200	23722	0.17
A02	Abacavir Sulfate	200	24793	0.173
A02	Abacavir Sulfate	200	25874	0.177
A02	Abacavir Sulfate	200	26955	0.173
A02	Abacavir Sulfate	200	28036	0.178
A02	Abacavir Sulfate	200	29117	0.183
A02	Abacavir Sulfate	200	30198	0.189
A02	Abacavir Sulfate	200	31279	0.197
A02	Abacavir Sulfate	200	32360	0.202
A02	Abacavir Sulfate	200	33441	0.209
A02	Abacavir Sulfate	200	34522	0.218
A02	Abacavir Sulfate	200	35603	0.228
A02	Abacavir Sulfate	200	36673	0.238
A02	Abacavir Sulfate	200	37754	0.249
A02	Abacavir Sulfate	200	38835	0.26
A02	Abacavir Sulfate	200	39916	0.273
A02	Abacavir Sulfate	200	40997	0.287
A02	Abacavir Sulfate	200	42078	0.304
A02	Abacavir Sulfate	200	43159	0.32
A02	Abacavir Sulfate	200	44240	0.343
A02	Abacavir Sulfate	200	45321	0.363
A02	Abacavir Sulfate	200	46402	0.39
A02	Abacavir Sulfate	200	47482	0.408
A02	Abacavir Sulfate	200	48553	0.433
A02	Abacavir Sulfate	200	49634	0.458
A02	Abacavir Sulfate	200	50715	0.485
A02	Abacavir Sulfate	200	51796	0.509
A02	Abacavir Sulfate	200	52877	0.533
A02	Abacavir Sulfate	200	53959	0.562
A02	Abacavir Sulfate	200	55039	0.583
A02	Abacavir Sulfate	200	56120	0.607
A02	Abacavir Sulfate	200	57201	0.626
A02	Abacavir Sulfate	200	58281	0.637
A02	Abacavir Sulfate	200	59362	0.65
A02	Abacavir Sulfate	200	60433	0.657
A02	Abacavir Sulfate	200	61514	0.67
A02	Abacavir Sulfate	200	62595	0.677
A02	Abacavir Sulfate	200	63676	0.688
A02	Abacavir Sulfate	200	64757	0.691
A02	Abacavir Sulfate	200	65838	0.7
A02	Abacavir Sulfate	200	66919	0.705
A02	Abacavir Sulfate	200	68000	0.712
A02	Abacavir Sulfate	200	69081	0.713
A02	Abacavir Sulfate	200	70161	0.715
A02	Abacavir Sulfate	200	71242	0.719
A02	Abacavir Sulfate	200	72313	0.716
A02	Abacavir Sulfate	200	73394	0.713
A02	Abacavir Sulfate	200	74475	0.716
A02	Abacavir Sulfate	200	75556	0.714
A02	Abacavir Sulfate	200	76637	0.715
A02	Abacavir Sulfate	200	77718	0.713
A02	Abacavir Sulfate	200	78799	0.712
A02	Abacavir Sulfate	200	79880	0.712
A02	Abacavir Sulfate	200	80961	0.714
A02	Abacavir Sulfate	200	82041	0.715
A02	Abacavir Sulfate	200	83122	0.715
A02	Abacavir Sulfate	200	84193	0.715
A02	Abacavir Sulfate	200	85274	0.717
A02	Abacavir Sulfate	200	86355	0.717
A02	Abacavir Sulfate	200	87436	0.716
A02	Abacavir Sulfate	200	88517	0.719
A02	Abacavir Sulfate	200	89598	0.72
A02	Abacavir Sulfate	200	90679	0.718
A02	Abacavir Sulfate	200	91760	0.72
A02	Abacavir Sulfate	200	92840	0.721
A02	Abacavir Sulfate	200	93921	0.72
A02	Abacavir Sulfate	200	95002	0.721
A02	Abacavir Sulfate	200	96073	0.721
A02	Abacavir Sulfate	200	97154	0.722
A02	Abacavir Sulfate	200	98235	0.722
A02	Abacavir Sulfate	200	99316	0.722
A02	Abacavir Sulfate	200	100397	0.723
A02	Abacavir Sulfate	200	101478	0.725
A02	Abacavir Sulfate	200	102559	0.722
A02	Abacavir Sulfate	200	103640	0.723
A02	Abacavir Sulfate	200	104720	0.726
A02	Abacavir Sulfate	200	105801	0.728
A02	Abacavir Sulfate	200	106882	0.728
A02	Abacavir Sulfate	200	107953	0.728
A02	Abacavir Sulfate	200	109034	0.729
A02	Abacavir Sulfate	200	110115	0.732
A02	Abacavir Sulfate	200	111196	0.732
A02	Abacavir Sulfate	200	112277	0.734
A02	Abacavir Sulfate	200	113358	0.733
A02	Abacavir Sulfate	200	114439	0.735
A02	Abacavir Sulfate	200	115519	0.735
A02	Abacavir Sulfate	200	116600	0.735
A02	Abacavir Sulfate	200	117681	0.736
A02	Abacavir Sulfate	200	118762	0.739
A03	Acamprosate	200	0	0.076
A03	Acamprosate	200	1033	0.078
A03	Acamprosate	200	2114	0.078
A03	Acamprosate	200	3195	0.08
A03	Acamprosate	200	4276	0.081
A03	Acamprosate	200	5357	0.083
A03	Acamprosate	200	6438	0.088
A03	Acamprosate	200	7519	0.094
A03	Acamprosate	200	8600	0.1
A03	Acamprosate	200	9681	0.105
A03	Acamprosate	200	10762	0.112
A03	Acamprosate	200	11843	0.119
A03	Acamprosate	200	12913	0.125
A03	Acamprosate	200	13994	0.128
A03	Acamprosate	200	15075	0.129
A03	Acamprosate	200	16156	0.131
A03	Acamprosate	200	17237	0.129
A03	Acamprosate	200	18318	0.132
A03	Acamprosate	200	19399	0.141
A03	Acamprosate	200	20480	0.154
A03	Acamprosate	200	21561	0.164
A03	Acamprosate	200	22642	0.174
A03	Acamprosate	200	23722	0.187
A03	Acamprosate	200	24793	0.196
A03	Acamprosate	200	25874	0.203
A03	Acamprosate	200	26955	0.205
A03	Acamprosate	200	28036	0.202
A03	Acamprosate	200	29117	0.206
A03	Acamprosate	200	30198	0.214
A03	Acamprosate	200	31279	0.222
A03	Acamprosate	200	32360	0.231
A03	Acamprosate	200	33441	0.239
A03	Acamprosate	200	34522	0.25
A03	Acamprosate	200	35603	0.259
A03	Acamprosate	200	36673	0.272
A03	Acamprosate	200	37754	0.284
A03	Acamprosate	200	38835	0.298
A03	Acamprosate	200	39916	0.314
A03	Acamprosate	200	40997	0.329
A03	Acamprosate	200	42078	0.354
A03	Acamprosate	200	43159	0.373
A03	Acamprosate	200	44240	0.396
A03	Acamprosate	200	45321	0.414
A03	Acamprosate	200	46402	0.441
A03	Acamprosate	200	47482	0.461
A03	Acamprosate	200	48553	0.488
A03	Acamprosate	200	49634	0.514
A03	Acamprosate	200	50715	0.538
A03	Acamprosate	200	51796	0.562
A03	Acamprosate	200	52877	0.585
A03	Acamprosate	200	53959	0.607
A03	Acamprosate	200	55039	0.625
A03	Acamprosate	200	56120	0.641
A03	Acamprosate	200	57201	0.654
A03	Acamprosate	200	58281	0.666
A03	Acamprosate	200	59362	0.677
A03	Acamprosate	200	60433	0.684
A03	Acamprosate	200	61514	0.696
A03	Acamprosate	200	62595	0.704
A03	Acamprosate	200	63676	0.711
A03	Acamprosate	200	64757	0.718
A03	Acamprosate	200	65838	0.724
A03	Acamprosate	200	66919	0.728
A03	Acamprosate	200	68000	0.731
A03	Acamprosate	200	69081	0.735
A03	Acamprosate	200	70161	0.734
A03	Acamprosate	200	71242	0.734
A03	Acamprosate	200	72313	0.731
A03	Acamprosate	200	73394	0.73
A03	Acamprosate	200	74475	0.73
A03	Acamprosate	200	75556	0.73
A03	Acamprosate	200	76637	0.732
A03	Acamprosate	200	77718	0.73
A03	Acamprosate	200	78799	0.732
A03	Acamprosate	200	79880	0.731
A03	Acamprosate	200	80961	0.735
A03	Acamprosate	200	82041	0.735
A03	Acamprosate	200	83122	0.737
A03	Acamprosate	200	84193	0.738
A03	Acamprosate	200	85274	0.738
A03	Acamprosate	200	86355	0.739
A03	Acamprosate	200	87436	0.74
A03	Acamprosate	200	88517	0.742
A03	Acamprosate	200	89598	0.744
A03	Acamprosate	200	90679	0.742
A03	Acamprosate	200	91760	0.744
A03	Acamprosate	200	92840	0.744
A03	Acamprosate	200	93921	0.745
A03	Acamprosate	200	95002	0.746
A03	Acamprosate	200	96073	0.744
A03	Acamprosate	200	97154	0.747
A03	Acamprosate	200	98235	0.747
A03	Acamprosate	200	99316	0.749
A03	Acamprosate	200	100397	0.748
A03	Acamprosate	200	101478	0.751
A03	Acamprosate	200	102559	0.751
A03	Acamprosate	200	103640	0.753
A03	Acamprosate	200	104720	0.748
A03	Acamprosate	200	105801	0.754
A03	Acamprosate	200	106882	0.755
A03	Acamprosate	200	107953	0.756
A03	Acamprosate	200	109034	0.756
A03	Acamprosate	200	110115	0.759
A03	Acamprosate	200	111196	0.758
A03	Acamprosate	200	112277	0.759
A03	Acamprosate	200	113358	0.758
A03	Acamprosate	200	114439	0.759
A03	Acamprosate	200	115519	0.759
A03	Acamprosate	200	116600	0.76
A03	Acamprosate	200	117681	0.761
A03	Acamprosate	200	118762	0.76
A04	Acarbose	200	0	0.077
A04	Acarbose	200	1033	0.078
A04	Acarbose	200	2114	0.079
A04	Acarbose	200	3195	0.08
A04	Acarbose	200	4276	0.082
A04	Acarbose	200	5357	0.085
A04	Acarbose	200	6438	0.091
A04	Acarbose	200	7519	0.096
A04	Acarbose	200	8600	0.102
A04	Acarbose	200	9681	0.111
A04	Acarbose	200	10762	0.12
A04	Acarbose	200	11843	0.13
A04	Acarbose	200	12913	0.139
A04	Acarbose	200	13994	0.148
A04	Acarbose	200	15075	0.157
A04	Acarbose	200	16156	0.164
A04	Acarbose	200	17237	0.172
A04	Acarbose	200	18318	0.179
A04	Acarbose	200	19399	0.185
A04	Acarbose	200	20480	0.192
A04	Acarbose	200	21561	0.198
A04	Acarbose	200	22642	0.202
A04	Acarbose	200	23722	0.212
A04	Acarbose	200	24793	0.218
A04	Acarbose	200	25874	0.226
A04	Acarbose	200	26955	0.229
A04	Acarbose	200	28036	0.233
A04	Acarbose	200	29117	0.234
A04	Acarbose	200	30198	0.239
A04	Acarbose	200	31279	0.247
A04	Acarbose	200	32360	0.253
A04	Acarbose	200	33441	0.26
A04	Acarbose	200	34522	0.268
A04	Acarbose	200	35603	0.277
A04	Acarbose	200	36673	0.288
A04	Acarbose	200	37754	0.297
A04	Acarbose	200	38835	0.31
A04	Acarbose	200	39916	0.323
A04	Acarbose	200	40997	0.336
A04	Acarbose	200	42078	0.353
A04	Acarbose	200	43159	0.368
A04	Acarbose	200	44240	0.388
A04	Acarbose	200	45321	0.407
A04	Acarbose	200	46402	0.429
A04	Acarbose	200	47482	0.448
A04	Acarbose	200	48553	0.471
A04	Acarbose	200	49634	0.492
A04	Acarbose	200	50715	0.517
A04	Acarbose	200	51796	0.538
A04	Acarbose	200	52877	0.565
A04	Acarbose	200	53959	0.589
A04	Acarbose	200	55039	0.612
A04	Acarbose	200	56120	0.633
A04	Acarbose	200	57201	0.651
A04	Acarbose	200	58281	0.668
A04	Acarbose	200	59362	0.681
A04	Acarbose	200	60433	0.691
A04	Acarbose	200	61514	0.703
A04	Acarbose	200	62595	0.711
A04	Acarbose	200	63676	0.722
A04	Acarbose	200	64757	0.73
A04	Acarbose	200	65838	0.737
A04	Acarbose	200	66919	0.744
A04	Acarbose	200	68000	0.752
A04	Acarbose	200	69081	0.757
A04	Acarbose	200	70161	0.76
A04	Acarbose	200	71242	0.763
A04	Acarbose	200	72313	0.763
A04	Acarbose	200	73394	0.765
A04	Acarbose	200	74475	0.765
A04	Acarbose	200	75556	0.763
A04	Acarbose	200	76637	0.762
A04	Acarbose	200	77718	0.761
A04	Acarbose	200	78799	0.761
A04	Acarbose	200	79880	0.759
A04	Acarbose	200	80961	0.761
A04	Acarbose	200	82041	0.762
A04	Acarbose	200	83122	0.761
A04	Acarbose	200	84193	0.76
A04	Acarbose	200	85274	0.762
A04	Acarbose	200	86355	0.763
A04	Acarbose	200	87436	0.762
A04	Acarbose	200	88517	0.762
A04	Acarbose	200	89598	0.764
A04	Acarbose	200	90679	0.763
A04	Acarbose	200	91760	0.762
A04	Acarbose	200	92840	0.762
A04	Acarbose	200	93921	0.762
A04	Acarbose	200	95002	0.763
A04	Acarbose	200	96073	0.761
A04	Acarbose	200	97154	0.762
A04	Acarbose	200	98235	0.762
A04	Acarbose	200	99316	0.764
A04	Acarbose	200	100397	0.762
A04	Acarbose	200	101478	0.764
A04	Acarbose	200	102559	0.762
A04	Acarbose	200	103640	0.766
A04	Acarbose	200	104720	0.761
A04	Acarbose	200	105801	0.767
A04	Acarbose	200	106882	0.765
A04	Acarbose	200	107953	0.768
A04	Acarbose	200	109034	0.767
A04	Acarbose	200	110115	0.767
A04	Acarbose	200	111196	0.768
A04	Acarbose	200	112277	0.769
A04	Acarbose	200	113358	0.766
A04	Acarbose	200	114439	0.769
A04	Acarbose	200	115519	0.767
A04	Acarbose	200	116600	0.768
A04	Acarbose	200	117681	0.767
A04	Acarbose	200	118762	0.769
A05	Acebutolol·HCl	200	0	0.078
A05	Acebutolol·HCl	200	1033	0.078
A05	Acebutolol·HCl	200	2114	0.079
A05	Acebutolol·HCl	200	3195	0.08
A05	Acebutolol·HCl	200	4276	0.081
A05	Acebutolol·HCl	200	5357	0.082
A05	Acebutolol·HCl	200	6438	0.085
A05	Acebutolol·HCl	200	7519	0.092
A05	Acebutolol·HCl	200	8600	0.099
A05	Acebutolol·HCl	200	9681	0.105
A05	Acebutolol·HCl	200	10762	0.111
A05	Acebutolol·HCl	200	11843	0.116
A05	Acebutolol·HCl	200	12913	0.12
A05	Acebutolol·HCl	200	13994	0.122
A05	Acebutolol·HCl	200	15075	0.122
A05	Acebutolol·HCl	200	16156	0.123
A05	Acebutolol·HCl	200	17237	0.127
A05	Acebutolol·HCl	200	18318	0.131
A05	Acebutolol·HCl	200	19399	0.134
A05	Acebutolol·HCl	200	20480	0.137
A05	Acebutolol·HCl	200	21561	0.138
A05	Acebutolol·HCl	200	22642	0.136
A05	Acebutolol·HCl	200	23722	0.131
A05	Acebutolol·HCl	200	24793	0.126
A05	Acebutolol·HCl	200	25874	0.135
A05	Acebutolol·HCl	200	26955	0.135
A05	Acebutolol·HCl	200	28036	0.136
A05	Acebutolol·HCl	200	29117	0.134
A05	Acebutolol·HCl	200	30198	0.144
A05	Acebutolol·HCl	200	31279	0.158
A05	Acebutolol·HCl	200	32360	0.172
A05	Acebutolol·HCl	200	33441	0.185
A05	Acebutolol·HCl	200	34522	0.197
A05	Acebutolol·HCl	200	35603	0.209
A05	Acebutolol·HCl	200	36673	0.22
A05	Acebutolol·HCl	200	37754	0.233
A05	Acebutolol·HCl	200	38835	0.246
A05	Acebutolol·HCl	200	39916	0.261
A05	Acebutolol·HCl	200	40997	0.274
A05	Acebutolol·HCl	200	42078	0.291
A05	Acebutolol·HCl	200	43159	0.31
A05	Acebutolol·HCl	200	44240	0.332
A05	Acebutolol·HCl	200	45321	0.353
A05	Acebutolol·HCl	200	46402	0.377
A05	Acebutolol·HCl	200	47482	0.397
A05	Acebutolol·HCl	200	48553	0.421
A05	Acebutolol·HCl	200	49634	0.445
A05	Acebutolol·HCl	200	50715	0.47
A05	Acebutolol·HCl	200	51796	0.497
A05	Acebutolol·HCl	200	52877	0.521
A05	Acebutolol·HCl	200	53959	0.544
A05	Acebutolol·HCl	200	55039	0.569
A05	Acebutolol·HCl	200	56120	0.593
A05	Acebutolol·HCl	200	57201	0.609
A05	Acebutolol·HCl	200	58281	0.629
A05	Acebutolol·HCl	200	59362	0.644
A05	Acebutolol·HCl	200	60433	0.652
A05	Acebutolol·HCl	200	61514	0.667
A05	Acebutolol·HCl	200	62595	0.679
A05	Acebutolol·HCl	200	63676	0.687
A05	Acebutolol·HCl	200	64757	0.693
A05	Acebutolol·HCl	200	65838	0.702
A05	Acebutolol·HCl	200	66919	0.71
A05	Acebutolol·HCl	200	68000	0.716
A05	Acebutolol·HCl	200	69081	0.721
A05	Acebutolol·HCl	200	70161	0.725
A05	Acebutolol·HCl	200	71242	0.728
A05	Acebutolol·HCl	200	72313	0.726
A05	Acebutolol·HCl	200	73394	0.728
A05	Acebutolol·HCl	200	74475	0.728
A05	Acebutolol·HCl	200	75556	0.727
A05	Acebutolol·HCl	200	76637	0.725
A05	Acebutolol·HCl	200	77718	0.724
A05	Acebutolol·HCl	200	78799	0.726
A05	Acebutolol·HCl	200	79880	0.724
A05	Acebutolol·HCl	200	80961	0.726
A05	Acebutolol·HCl	200	82041	0.726
A05	Acebutolol·HCl	200	83122	0.729
A05	Acebutolol·HCl	200	84193	0.729
A05	Acebutolol·HCl	200	85274	0.733
A05	Acebutolol·HCl	200	86355	0.731
A05	Acebutolol·HCl	200	87436	0.734
A05	Acebutolol·HCl	200	88517	0.732
A05	Acebutolol·HCl	200	89598	0.736
A05	Acebutolol·HCl	200	90679	0.734
A05	Acebutolol·HCl	200	91760	0.737
A05	Acebutolol·HCl	200	92840	0.737
A05	Acebutolol·HCl	200	93921	0.736
A05	Acebutolol·HCl	200	95002	0.737
A05	Acebutolol·HCl	200	96073	0.738
A05	Acebutolol·HCl	200	97154	0.737
A05	Acebutolol·HCl	200	98235	0.741
A05	Acebutolol·HCl	200	99316	0.742
A05	Acebutolol·HCl	200	100397	0.743
A05	Acebutolol·HCl	200	101478	0.742
A05	Acebutolol·HCl	200	102559	0.741
A05	Acebutolol·HCl	200	103640	0.745
A05	Acebutolol·HCl	200	104720	0.742
A05	Acebutolol·HCl	200	105801	0.747
A05	Acebutolol·HCl	200	106882	0.746
A05	Acebutolol·HCl	200	107953	0.749
A05	Acebutolol·HCl	200	109034	0.748
A05	Acebutolol·HCl	200	110115	0.748
A05	Acebutolol·HCl	200	111196	0.749
A05	Acebutolol·HCl	200	112277	0.751
A05	Acebutolol·HCl	200	113358	0.752
A05	Acebutolol·HCl	200	114439	0.753
A05	Acebutolol·HCl	200	115519	0.751
A05	Acebutolol·HCl	200	116600	0.754
A05	Acebutolol·HCl	200	117681	0.751
A05	Acebutolol·HCl	200	118762	0.755
A06	Acetaminophen	200	0	0.076
A06	Acetaminophen	200	1033	0.076
A06	Acetaminophen	200	2114	0.077
A06	Acetaminophen	200	3195	0.078
A06	Acetaminophen	200	4276	0.078
A06	Acetaminophen	200	5357	0.079
A06	Acetaminophen	200	6438	0.08
A06	Acetaminophen	200	7519	0.081
A06	Acetaminophen	200	8600	0.083
A06	Acetaminophen	200	9681	0.084
A06	Acetaminophen	200	10762	0.087
A06	Acetaminophen	200	11843	0.089
A06	Acetaminophen	200	12913	0.093
A06	Acetaminophen	200	13994	0.096
A06	Acetaminophen	200	15075	0.1
A06	Acetaminophen	200	16156	0.104
A06	Acetaminophen	200	17237	0.108
A06	Acetaminophen	200	18318	0.111
A06	Acetaminophen	200	19399	0.115
A06	Acetaminophen	200	20480	0.119
A06	Acetaminophen	200	21561	0.122
A06	Acetaminophen	200	22642	0.125
A06	Acetaminophen	200	23722	0.129
A06	Acetaminophen	200	24793	0.131
A06	Acetaminophen	200	25874	0.136
A06	Acetaminophen	200	26955	0.138
A06	Acetaminophen	200	28036	0.143
A06	Acetaminophen	200	29117	0.144
A06	Acetaminophen	200	30198	0.149
A06	Acetaminophen	200	31279	0.153
A06	Acetaminophen	200	32360	0.158
A06	Acetaminophen	200	33441	0.163
A06	Acetaminophen	200	34522	0.168
A06	Acetaminophen	200	35603	0.174
A06	Acetaminophen	200	36673	0.18
A06	Acetaminophen	200	37754	0.187
A06	Acetaminophen	200	38835	0.194
A06	Acetaminophen	200	39916	0.201
A06	Acetaminophen	200	40997	0.21
A06	Acetaminophen	200	42078	0.218
A06	Acetaminophen	200	43159	0.226
A06	Acetaminophen	200	44240	0.234
A06	Acetaminophen	200	45321	0.244
A06	Acetaminophen	200	46402	0.258
A06	Acetaminophen	200	47482	0.273
A06	Acetaminophen	200	48553	0.283
A06	Acetaminophen	200	49634	0.295
A06	Acetaminophen	200	50715	0.304
A06	Acetaminophen	200	51796	0.316
A06	Acetaminophen	200	52877	0.33
A06	Acetaminophen	200	53959	0.343
A06	Acetaminophen	200	55039	0.355
A06	Acetaminophen	200	56120	0.368
A06	Acetaminophen	200	57201	0.377
A06	Acetaminophen	200	58281	0.395
A06	Acetaminophen	200	59362	0.403
A06	Acetaminophen	200	60433	0.42
A06	Acetaminophen	200	61514	0.424
A06	Acetaminophen	200	62595	0.43
A06	Acetaminophen	200	63676	0.437
A06	Acetaminophen	200	64757	0.444
A06	Acetaminophen	200	65838	0.449
A06	Acetaminophen	200	66919	0.452
A06	Acetaminophen	200	68000	0.456
A06	Acetaminophen	200	69081	0.461
A06	Acetaminophen	200	70161	0.465
A06	Acetaminophen	200	71242	0.467
A06	Acetaminophen	200	72313	0.469
A06	Acetaminophen	200	73394	0.47
A06	Acetaminophen	200	74475	0.47
A06	Acetaminophen	200	75556	0.469
A06	Acetaminophen	200	76637	0.47
A06	Acetaminophen	200	77718	0.47
A06	Acetaminophen	200	78799	0.469
A06	Acetaminophen	200	79880	0.467
A06	Acetaminophen	200	80961	0.468
A06	Acetaminophen	200	82041	0.468
A06	Acetaminophen	200	83122	0.466
A06	Acetaminophen	200	84193	0.468
A06	Acetaminophen	200	85274	0.467
A06	Acetaminophen	200	86355	0.465
A06	Acetaminophen	200	87436	0.465
A06	Acetaminophen	200	88517	0.466
A06	Acetaminophen	200	89598	0.467
A06	Acetaminophen	200	90679	0.464
A06	Acetaminophen	200	91760	0.468
A06	Acetaminophen	200	92840	0.465
A06	Acetaminophen	200	93921	0.465
A06	Acetaminophen	200	95002	0.46
A06	Acetaminophen	200	96073	0.458
A06	Acetaminophen	200	97154	0.466
A06	Acetaminophen	200	98235	0.465
A06	Acetaminophen	200	99316	0.469
A06	Acetaminophen	200	100397	0.467
A06	Acetaminophen	200	101478	0.468
A06	Acetaminophen	200	102559	0.464
A06	Acetaminophen	200	103640	0.465
A06	Acetaminophen	200	104720	0.456
A06	Acetaminophen	200	105801	0.468
A06	Acetaminophen	200	106882	0.465
A06	Acetaminophen	200	107953	0.467
A06	Acetaminophen	200	109034	0.464
A06	Acetaminophen	200	110115	0.469
A06	Acetaminophen	200	111196	0.469
A06	Acetaminophen	200	112277	0.468
A06	Acetaminophen	200	113358	0.467
A06	Acetaminophen	200	114439	0.469
A06	Acetaminophen	200	115519	0.467
A06	Acetaminophen	200	116600	0.469
A06	Acetaminophen	200	117681	0.466
A06	Acetaminophen	200	118762	0.468
A07	Acetazolamide	200	0	0.076
A07	Acetazolamide	200	1033	0.077
A07	Acetazolamide	200	2114	0.078
A07	Acetazolamide	200	3195	0.079
A07	Acetazolamide	200	4276	0.079
A07	Acetazolamide	200	5357	0.08
A07	Acetazolamide	200	6438	0.081
A07	Acetazolamide	200	7519	0.082
A07	Acetazolamide	200	8600	0.083
A07	Acetazolamide	200	9681	0.084
A07	Acetazolamide	200	10762	0.086
A07	Acetazolamide	200	11843	0.088
A07	Acetazolamide	200	12913	0.09
A07	Acetazolamide	200	13994	0.093
A07	Acetazolamide	200	15075	0.096
A07	Acetazolamide	200	16156	0.099
A07	Acetazolamide	200	17237	0.101
A07	Acetazolamide	200	18318	0.104
A07	Acetazolamide	200	19399	0.106
A07	Acetazolamide	200	20480	0.109
A07	Acetazolamide	200	21561	0.111
A07	Acetazolamide	200	22642	0.114
A07	Acetazolamide	200	23722	0.121
A07	Acetazolamide	200	24793	0.124
A07	Acetazolamide	200	25874	0.127
A07	Acetazolamide	200	26955	0.128
A07	Acetazolamide	200	28036	0.129
A07	Acetazolamide	200	29117	0.129
A07	Acetazolamide	200	30198	0.13
A07	Acetazolamide	200	31279	0.135
A07	Acetazolamide	200	32360	0.14
A07	Acetazolamide	200	33441	0.145
A07	Acetazolamide	200	34522	0.152
A07	Acetazolamide	200	35603	0.16
A07	Acetazolamide	200	36673	0.168
A07	Acetazolamide	200	37754	0.177
A07	Acetazolamide	200	38835	0.188
A07	Acetazolamide	200	39916	0.199
