well	drug_name	assay_conc_um	runtime	measure
G06	Cefditoren Pivoxil	200	23722	0.142
G06	Cefditoren Pivoxil	200	24793	0.143
G06	Cefditoren Pivoxil	200	25874	0.147
G06	Cefditoren Pivoxil	200	26955	0.147
G06	Cefditoren Pivoxil	200	28036	0.151
G06	Cefditoren Pivoxil	200	29117	0.155
G06	Cefditoren Pivoxil	200	30198	0.159
G06	Cefditoren Pivoxil	200	31279	0.163
G06	Cefditoren Pivoxil	200	32360	0.164
G06	Cefditoren Pivoxil	200	33441	0.166
G06	Cefditoren Pivoxil	200	34522	0.17
G06	Cefditoren Pivoxil	200	35603	0.176
G06	Cefditoren Pivoxil	200	36673	0.185
G06	Cefditoren Pivoxil	200	37754	0.193
G06	Cefditoren Pivoxil	200	38835	0.197
G06	Cefditoren Pivoxil	200	39916	0.206
G06	Cefditoren Pivoxil	200	40997	0.216
G06	Cefditoren Pivoxil	200	42078	0.225
G06	Cefditoren Pivoxil	200	43159	0.235
G06	Cefditoren Pivoxil	200	44240	0.244
G06	Cefditoren Pivoxil	200	45321	0.26
G06	Cefditoren Pivoxil	200	46402	0.276
G06	Cefditoren Pivoxil	200	47482	0.293
G06	Cefditoren Pivoxil	200	48553	0.314
G06	Cefditoren Pivoxil	200	49634	0.332
G06	Cefditoren Pivoxil	200	50715	0.352
G06	Cefditoren Pivoxil	200	51796	0.376
G06	Cefditoren Pivoxil	200	52877	0.4
G06	Cefditoren Pivoxil	200	53959	0.423
G06	Cefditoren Pivoxil	200	55039	0.447
G06	Cefditoren Pivoxil	200	56120	0.47
G06	Cefditoren Pivoxil	200	57201	0.493
G06	Cefditoren Pivoxil	200	58281	0.514
G06	Cefditoren Pivoxil	200	59362	0.533
G06	Cefditoren Pivoxil	200	60433	0.547
G06	Cefditoren Pivoxil	200	61514	0.558
G06	Cefditoren Pivoxil	200	62595	0.569
G06	Cefditoren Pivoxil	200	63676	0.579
G06	Cefditoren Pivoxil	200	64757	0.587
G06	Cefditoren Pivoxil	200	65838	0.596
G06	Cefditoren Pivoxil	200	66919	0.604
G06	Cefditoren Pivoxil	200	68000	0.611
G06	Cefditoren Pivoxil	200	69081	0.619
G06	Cefditoren Pivoxil	200	70161	0.624
G06	Cefditoren Pivoxil	200	71242	0.627
G06	Cefditoren Pivoxil	200	72313	0.633
G06	Cefditoren Pivoxil	200	73394	0.632
G06	Cefditoren Pivoxil	200	74475	0.633
G06	Cefditoren Pivoxil	200	75556	0.638
G06	Cefditoren Pivoxil	200	76637	0.639
G06	Cefditoren Pivoxil	200	77718	0.639
G06	Cefditoren Pivoxil	200	78799	0.64
G06	Cefditoren Pivoxil	200	79880	0.64
G06	Cefditoren Pivoxil	200	80961	0.645
G06	Cefditoren Pivoxil	200	82041	0.645
G06	Cefditoren Pivoxil	200	83122	0.645
G06	Cefditoren Pivoxil	200	84193	0.646
G06	Cefditoren Pivoxil	200	85274	0.645
G06	Cefditoren Pivoxil	200	86355	0.647
G06	Cefditoren Pivoxil	200	87436	0.651
G06	Cefditoren Pivoxil	200	88517	0.651
G06	Cefditoren Pivoxil	200	89598	0.654
G06	Cefditoren Pivoxil	200	90679	0.655
G06	Cefditoren Pivoxil	200	91760	0.655
G06	Cefditoren Pivoxil	200	92840	0.659
G06	Cefditoren Pivoxil	200	93921	0.66
G06	Cefditoren Pivoxil	200	95002	0.662
G06	Cefditoren Pivoxil	200	96073	0.661
G06	Cefditoren Pivoxil	200	97154	0.662
G06	Cefditoren Pivoxil	200	98235	0.665
G06	Cefditoren Pivoxil	200	99316	0.667
G06	Cefditoren Pivoxil	200	100397	0.666
G06	Cefditoren Pivoxil	200	101478	0.671
G06	Cefditoren Pivoxil	200	102559	0.669
G06	Cefditoren Pivoxil	200	103640	0.671
G06	Cefditoren Pivoxil	200	104720	0.671
G06	Cefditoren Pivoxil	200	105801	0.673
G06	Cefditoren Pivoxil	200	106882	0.676
G06	Cefditoren Pivoxil	200	107953	0.678
G06	Cefditoren Pivoxil	200	109034	0.678
G06	Cefditoren Pivoxil	200	110115	0.679
G06	Cefditoren Pivoxil	200	111196	0.682
G06	Cefditoren Pivoxil	200	112277	0.681
G06	Cefditoren Pivoxil	200	113358	0.683
G06	Cefditoren Pivoxil	200	114439	0.681
G06	Cefditoren Pivoxil	200	115519	0.682
G06	Cefditoren Pivoxil	200	116600	0.683
G06	Cefditoren Pivoxil	200	117681	0.683
G06	Cefditoren Pivoxil	200	118762	0.684
G07	Cefixime	200	0	0.08
G07	Cefixime	200	1033	0.081
G07	Cefixime	200	2114	0.082
G07	Cefixime	200	3195	0.083
G07	Cefixime	200	4276	0.084
G07	Cefixime	200	5357	0.085
G07	Cefixime	200	6438	0.085
G07	Cefixime	200	7519	0.086
G07	Cefixime	200	8600	0.087
G07	Cefixime	200	9681	0.088
G07	Cefixime	200	10762	0.089
G07	Cefixime	200	11843	0.09
G07	Cefixime	200	12913	0.092
G07	Cefixime	200	13994	0.094
G07	Cefixime	200	15075	0.095
G07	Cefixime	200	16156	0.097
G07	Cefixime	200	17237	0.098
G07	Cefixime	200	18318	0.1
G07	Cefixime	200	19399	0.101
G07	Cefixime	200	20480	0.103
G07	Cefixime	200	21561	0.105
G07	Cefixime	200	22642	0.107
G07	Cefixime	200	23722	0.109
G07	Cefixime	200	24793	0.109
G07	Cefixime	200	25874	0.111
G07	Cefixime	200	26955	0.112
G07	Cefixime	200	28036	0.115
G07	Cefixime	200	29117	0.118
G07	Cefixime	200	30198	0.122
G07	Cefixime	200	31279	0.125
G07	Cefixime	200	32360	0.129
G07	Cefixime	200	33441	0.134
G07	Cefixime	200	34522	0.14
G07	Cefixime	200	35603	0.146
G07	Cefixime	200	36673	0.154
G07	Cefixime	200	37754	0.162
G07	Cefixime	200	38835	0.171
G07	Cefixime	200	39916	0.18
G07	Cefixime	200	40997	0.193
G07	Cefixime	200	42078	0.206
G07	Cefixime	200	43159	0.218
G07	Cefixime	200	44240	0.233
G07	Cefixime	200	45321	0.252
G07	Cefixime	200	46402	0.269
G07	Cefixime	200	47482	0.29
G07	Cefixime	200	48553	0.308
G07	Cefixime	200	49634	0.33
G07	Cefixime	200	50715	0.352
G07	Cefixime	200	51796	0.374
G07	Cefixime	200	52877	0.397
G07	Cefixime	200	53959	0.42
G07	Cefixime	200	55039	0.442
G07	Cefixime	200	56120	0.466
G07	Cefixime	200	57201	0.484
G07	Cefixime	200	58281	0.501
G07	Cefixime	200	59362	0.514
G07	Cefixime	200	60433	0.526
G07	Cefixime	200	61514	0.535
G07	Cefixime	200	62595	0.545
G07	Cefixime	200	63676	0.552
G07	Cefixime	200	64757	0.56
G07	Cefixime	200	65838	0.571
G07	Cefixime	200	66919	0.576
G07	Cefixime	200	68000	0.582
G07	Cefixime	200	69081	0.588
G07	Cefixime	200	70161	0.593
G07	Cefixime	200	71242	0.594
G07	Cefixime	200	72313	0.597
G07	Cefixime	200	73394	0.595
G07	Cefixime	200	74475	0.596
G07	Cefixime	200	75556	0.598
G07	Cefixime	200	76637	0.595
G07	Cefixime	200	77718	0.596
G07	Cefixime	200	78799	0.6
G07	Cefixime	200	79880	0.602
G07	Cefixime	200	80961	0.602
G07	Cefixime	200	82041	0.604
G07	Cefixime	200	83122	0.605
G07	Cefixime	200	84193	0.607
G07	Cefixime	200	85274	0.607
G07	Cefixime	200	86355	0.612
G07	Cefixime	200	87436	0.614
G07	Cefixime	200	88517	0.616
G07	Cefixime	200	89598	0.618
G07	Cefixime	200	90679	0.62
G07	Cefixime	200	91760	0.621
G07	Cefixime	200	92840	0.624
G07	Cefixime	200	93921	0.625
G07	Cefixime	200	95002	0.628
G07	Cefixime	200	96073	0.629
G07	Cefixime	200	97154	0.63
G07	Cefixime	200	98235	0.634
G07	Cefixime	200	99316	0.634
G07	Cefixime	200	100397	0.64
G07	Cefixime	200	101478	0.641
G07	Cefixime	200	102559	0.641
G07	Cefixime	200	103640	0.641
G07	Cefixime	200	104720	0.641
G07	Cefixime	200	105801	0.646
G07	Cefixime	200	106882	0.646
G07	Cefixime	200	107953	0.648
G07	Cefixime	200	109034	0.649
G07	Cefixime	200	110115	0.649
G07	Cefixime	200	111196	0.652
G07	Cefixime	200	112277	0.653
G07	Cefixime	200	113358	0.653
G07	Cefixime	200	114439	0.656
G07	Cefixime	200	115519	0.657
G07	Cefixime	200	116600	0.659
G07	Cefixime	200	117681	0.659
G07	Cefixime	200	118762	0.658
G08	Cefotetan Disodium	200	0	0.08
G08	Cefotetan Disodium	200	1033	0.081
G08	Cefotetan Disodium	200	2114	0.081
G08	Cefotetan Disodium	200	3195	0.082
G08	Cefotetan Disodium	200	4276	0.082
G08	Cefotetan Disodium	200	5357	0.083
G08	Cefotetan Disodium	200	6438	0.083
G08	Cefotetan Disodium	200	7519	0.084
G08	Cefotetan Disodium	200	8600	0.084
G08	Cefotetan Disodium	200	9681	0.085
G08	Cefotetan Disodium	200	10762	0.086
G08	Cefotetan Disodium	200	11843	0.087
G08	Cefotetan Disodium	200	12913	0.088
G08	Cefotetan Disodium	200	13994	0.09
G08	Cefotetan Disodium	200	15075	0.091
G08	Cefotetan Disodium	200	16156	0.093
G08	Cefotetan Disodium	200	17237	0.094
G08	Cefotetan Disodium	200	18318	0.096
G08	Cefotetan Disodium	200	19399	0.098
G08	Cefotetan Disodium	200	20480	0.1
G08	Cefotetan Disodium	200	21561	0.102
G08	Cefotetan Disodium	200	22642	0.105
G08	Cefotetan Disodium	200	23722	0.107
G08	Cefotetan Disodium	200	24793	0.11
G08	Cefotetan Disodium	200	25874	0.112
G08	Cefotetan Disodium	200	26955	0.116
G08	Cefotetan Disodium	200	28036	0.119
G08	Cefotetan Disodium	200	29117	0.123
G08	Cefotetan Disodium	200	30198	0.127
G08	Cefotetan Disodium	200	31279	0.132
G08	Cefotetan Disodium	200	32360	0.136
G08	Cefotetan Disodium	200	33441	0.142
G08	Cefotetan Disodium	200	34522	0.149
G08	Cefotetan Disodium	200	35603	0.157
G08	Cefotetan Disodium	200	36673	0.165
G08	Cefotetan Disodium	200	37754	0.174
G08	Cefotetan Disodium	200	38835	0.185
G08	Cefotetan Disodium	200	39916	0.196
G08	Cefotetan Disodium	200	40997	0.211
G08	Cefotetan Disodium	200	42078	0.226
G08	Cefotetan Disodium	200	43159	0.244
G08	Cefotetan Disodium	200	44240	0.261
G08	Cefotetan Disodium	200	45321	0.279
G08	Cefotetan Disodium	200	46402	0.3
G08	Cefotetan Disodium	200	47482	0.32
G08	Cefotetan Disodium	200	48553	0.341
G08	Cefotetan Disodium	200	49634	0.361
G08	Cefotetan Disodium	200	50715	0.383
G08	Cefotetan Disodium	200	51796	0.407
G08	Cefotetan Disodium	200	52877	0.427
G08	Cefotetan Disodium	200	53959	0.45
G08	Cefotetan Disodium	200	55039	0.471
G08	Cefotetan Disodium	200	56120	0.49
G08	Cefotetan Disodium	200	57201	0.503
G08	Cefotetan Disodium	200	58281	0.517
G08	Cefotetan Disodium	200	59362	0.526
G08	Cefotetan Disodium	200	60433	0.539
G08	Cefotetan Disodium	200	61514	0.547
G08	Cefotetan Disodium	200	62595	0.558
G08	Cefotetan Disodium	200	63676	0.561
G08	Cefotetan Disodium	200	64757	0.569
G08	Cefotetan Disodium	200	65838	0.576
G08	Cefotetan Disodium	200	66919	0.582
G08	Cefotetan Disodium	200	68000	0.585
G08	Cefotetan Disodium	200	69081	0.589
G08	Cefotetan Disodium	200	70161	0.591
G08	Cefotetan Disodium	200	71242	0.589
G08	Cefotetan Disodium	200	72313	0.588
G08	Cefotetan Disodium	200	73394	0.59
G08	Cefotetan Disodium	200	74475	0.592
G08	Cefotetan Disodium	200	75556	0.589
G08	Cefotetan Disodium	200	76637	0.588
G08	Cefotetan Disodium	200	77718	0.59
G08	Cefotetan Disodium	200	78799	0.59
G08	Cefotetan Disodium	200	79880	0.592
G08	Cefotetan Disodium	200	80961	0.594
G08	Cefotetan Disodium	200	82041	0.597
G08	Cefotetan Disodium	200	83122	0.596
G08	Cefotetan Disodium	200	84193	0.598
G08	Cefotetan Disodium	200	85274	0.601
G08	Cefotetan Disodium	200	86355	0.604
G08	Cefotetan Disodium	200	87436	0.603
G08	Cefotetan Disodium	200	88517	0.605
G08	Cefotetan Disodium	200	89598	0.606
G08	Cefotetan Disodium	200	90679	0.61
G08	Cefotetan Disodium	200	91760	0.613
G08	Cefotetan Disodium	200	92840	0.615
G08	Cefotetan Disodium	200	93921	0.615
G08	Cefotetan Disodium	200	95002	0.616
G08	Cefotetan Disodium	200	96073	0.617
G08	Cefotetan Disodium	200	97154	0.622
G08	Cefotetan Disodium	200	98235	0.623
G08	Cefotetan Disodium	200	99316	0.624
G08	Cefotetan Disodium	200	100397	0.628
G08	Cefotetan Disodium	200	101478	0.63
G08	Cefotetan Disodium	200	102559	0.632
G08	Cefotetan Disodium	200	103640	0.633
G08	Cefotetan Disodium	200	104720	0.631
G08	Cefotetan Disodium	200	105801	0.636
G08	Cefotetan Disodium	200	106882	0.638
G08	Cefotetan Disodium	200	107953	0.637
G08	Cefotetan Disodium	200	109034	0.638
G08	Cefotetan Disodium	200	110115	0.642
G08	Cefotetan Disodium	200	111196	0.643
G08	Cefotetan Disodium	200	112277	0.644
G08	Cefotetan Disodium	200	113358	0.642
G08	Cefotetan Disodium	200	114439	0.648
G08	Cefotetan Disodium	200	115519	0.645
G08	Cefotetan Disodium	200	116600	0.647
G08	Cefotetan Disodium	200	117681	0.648
G08	Cefotetan Disodium	200	118762	0.652
G09	Cefoxitin·Na	200	0	0.081
G09	Cefoxitin·Na	200	1033	0.081
G09	Cefoxitin·Na	200	2114	0.082
G09	Cefoxitin·Na	200	3195	0.083
G09	Cefoxitin·Na	200	4276	0.083
G09	Cefoxitin·Na	200	5357	0.084
G09	Cefoxitin·Na	200	6438	0.084
G09	Cefoxitin·Na	200	7519	0.085
G09	Cefoxitin·Na	200	8600	0.085
G09	Cefoxitin·Na	200	9681	0.086
G09	Cefoxitin·Na	200	10762	0.088
G09	Cefoxitin·Na	200	11843	0.089
G09	Cefoxitin·Na	200	12913	0.09
G09	Cefoxitin·Na	200	13994	0.092
G09	Cefoxitin·Na	200	15075	0.094
G09	Cefoxitin·Na	200	16156	0.095
G09	Cefoxitin·Na	200	17237	0.097
G09	Cefoxitin·Na	200	18318	0.098
G09	Cefoxitin·Na	200	19399	0.1
G09	Cefoxitin·Na	200	20480	0.102
G09	Cefoxitin·Na	200	21561	0.104
G09	Cefoxitin·Na	200	22642	0.106
G09	Cefoxitin·Na	200	23722	0.108
G09	Cefoxitin·Na	200	24793	0.11
G09	Cefoxitin·Na	200	25874	0.112
G09	Cefoxitin·Na	200	26955	0.116
G09	Cefoxitin·Na	200	28036	0.118
G09	Cefoxitin·Na	200	29117	0.121
G09	Cefoxitin·Na	200	30198	0.124
G09	Cefoxitin·Na	200	31279	0.128
G09	Cefoxitin·Na	200	32360	0.132
G09	Cefoxitin·Na	200	33441	0.136
G09	Cefoxitin·Na	200	34522	0.14
G09	Cefoxitin·Na	200	35603	0.146
G09	Cefoxitin·Na	200	36673	0.153
G09	Cefoxitin·Na	200	37754	0.158
G09	Cefoxitin·Na	200	38835	0.166
G09	Cefoxitin·Na	200	39916	0.174
G09	Cefoxitin·Na	200	40997	0.185
G09	Cefoxitin·Na	200	42078	0.197
G09	Cefoxitin·Na	200	43159	0.207
G09	Cefoxitin·Na	200	44240	0.221
G09	Cefoxitin·Na	200	45321	0.236
G09	Cefoxitin·Na	200	46402	0.256
G09	Cefoxitin·Na	200	47482	0.275
G09	Cefoxitin·Na	200	48553	0.295
G09	Cefoxitin·Na	200	49634	0.313
G09	Cefoxitin·Na	200	50715	0.336
G09	Cefoxitin·Na	200	51796	0.362
G09	Cefoxitin·Na	200	52877	0.382
G09	Cefoxitin·Na	200	53959	0.407
G09	Cefoxitin·Na	200	55039	0.429
G09	Cefoxitin·Na	200	56120	0.453
G09	Cefoxitin·Na	200	57201	0.477
G09	Cefoxitin·Na	200	58281	0.496
G09	Cefoxitin·Na	200	59362	0.51
G09	Cefoxitin·Na	200	60433	0.521
G09	Cefoxitin·Na	200	61514	0.532
G09	Cefoxitin·Na	200	62595	0.544
G09	Cefoxitin·Na	200	63676	0.551
G09	Cefoxitin·Na	200	64757	0.559
G09	Cefoxitin·Na	200	65838	0.565
G09	Cefoxitin·Na	200	66919	0.577
G09	Cefoxitin·Na	200	68000	0.582
G09	Cefoxitin·Na	200	69081	0.588
G09	Cefoxitin·Na	200	70161	0.59
G09	Cefoxitin·Na	200	71242	0.593
G09	Cefoxitin·Na	200	72313	0.596
G09	Cefoxitin·Na	200	73394	0.596
G09	Cefoxitin·Na	200	74475	0.597
G09	Cefoxitin·Na	200	75556	0.597
G09	Cefoxitin·Na	200	76637	0.596
G09	Cefoxitin·Na	200	77718	0.6
G09	Cefoxitin·Na	200	78799	0.599
G09	Cefoxitin·Na	200	79880	0.602
G09	Cefoxitin·Na	200	80961	0.605
G09	Cefoxitin·Na	200	82041	0.606
G09	Cefoxitin·Na	200	83122	0.607
G09	Cefoxitin·Na	200	84193	0.608
G09	Cefoxitin·Na	200	85274	0.61
G09	Cefoxitin·Na	200	86355	0.613
G09	Cefoxitin·Na	200	87436	0.615
G09	Cefoxitin·Na	200	88517	0.62
G09	Cefoxitin·Na	200	89598	0.619
G09	Cefoxitin·Na	200	90679	0.624
G09	Cefoxitin·Na	200	91760	0.627
G09	Cefoxitin·Na	200	92840	0.627
G09	Cefoxitin·Na	200	93921	0.629
G09	Cefoxitin·Na	200	95002	0.632
G09	Cefoxitin·Na	200	96073	0.631
G09	Cefoxitin·Na	200	97154	0.637
G09	Cefoxitin·Na	200	98235	0.638
G09	Cefoxitin·Na	200	99316	0.643
G09	Cefoxitin·Na	200	100397	0.642
G09	Cefoxitin·Na	200	101478	0.646
G09	Cefoxitin·Na	200	102559	0.646
G09	Cefoxitin·Na	200	103640	0.648
G09	Cefoxitin·Na	200	104720	0.646
G09	Cefoxitin·Na	200	105801	0.651
G09	Cefoxitin·Na	200	106882	0.652
G09	Cefoxitin·Na	200	107953	0.653
G09	Cefoxitin·Na	200	109034	0.654
G09	Cefoxitin·Na	200	110115	0.656
G09	Cefoxitin·Na	200	111196	0.656
G09	Cefoxitin·Na	200	112277	0.658
G09	Cefoxitin·Na	200	113358	0.657
G09	Cefoxitin·Na	200	114439	0.661
G09	Cefoxitin·Na	200	115519	0.66
G09	Cefoxitin·Na	200	116600	0.663
G09	Cefoxitin·Na	200	117681	0.662
G09	Cefoxitin·Na	200	118762	0.663
G10	Cefpodoxime Proxetil	200	0	0.09
G10	Cefpodoxime Proxetil	200	1033	0.088
G10	Cefpodoxime Proxetil	200	2114	0.088
G10	Cefpodoxime Proxetil	200	3195	0.088
G10	Cefpodoxime Proxetil	200	4276	0.088
G10	Cefpodoxime Proxetil	200	5357	0.088
G10	Cefpodoxime Proxetil	200	6438	0.089
G10	Cefpodoxime Proxetil	200	7519	0.089
G10	Cefpodoxime Proxetil	200	8600	0.089
G10	Cefpodoxime Proxetil	200	9681	0.09
G10	Cefpodoxime Proxetil	200	10762	0.091
G10	Cefpodoxime Proxetil	200	11843	0.091
G10	Cefpodoxime Proxetil	200	12913	0.092
G10	Cefpodoxime Proxetil	200	13994	0.092
G10	Cefpodoxime Proxetil	200	15075	0.093
G10	Cefpodoxime Proxetil	200	16156	0.094
G10	Cefpodoxime Proxetil	200	17237	0.095
G10	Cefpodoxime Proxetil	200	18318	0.096
G10	Cefpodoxime Proxetil	200	19399	0.098
G10	Cefpodoxime Proxetil	200	20480	0.099
G10	Cefpodoxime Proxetil	200	21561	0.1
G10	Cefpodoxime Proxetil	200	22642	0.101
G10	Cefpodoxime Proxetil	200	23722	0.103
G10	Cefpodoxime Proxetil	200	24793	0.105
G10	Cefpodoxime Proxetil	200	25874	0.106
G10	Cefpodoxime Proxetil	200	26955	0.109
G10	Cefpodoxime Proxetil	200	28036	0.11
G10	Cefpodoxime Proxetil	200	29117	0.112
G10	Cefpodoxime Proxetil	200	30198	0.115
G10	Cefpodoxime Proxetil	200	31279	0.117
G10	Cefpodoxime Proxetil	200	32360	0.12
G10	Cefpodoxime Proxetil	200	33441	0.123
G10	Cefpodoxime Proxetil	200	34522	0.128
G10	Cefpodoxime Proxetil	200	35603	0.131
G10	Cefpodoxime Proxetil	200	36673	0.136
G10	Cefpodoxime Proxetil	200	37754	0.14
G10	Cefpodoxime Proxetil	200	38835	0.146
G10	Cefpodoxime Proxetil	200	39916	0.152
G10	Cefpodoxime Proxetil	200	40997	0.16
G10	Cefpodoxime Proxetil	200	42078	0.168
G10	Cefpodoxime Proxetil	200	43159	0.176
G10	Cefpodoxime Proxetil	200	44240	0.186
G10	Cefpodoxime Proxetil	200	45321	0.196
G10	Cefpodoxime Proxetil	200	46402	0.207
G10	Cefpodoxime Proxetil	200	47482	0.222
G10	Cefpodoxime Proxetil	200	48553	0.236
G10	Cefpodoxime Proxetil	200	49634	0.254
G10	Cefpodoxime Proxetil	200	50715	0.272
G10	Cefpodoxime Proxetil	200	51796	0.291
G10	Cefpodoxime Proxetil	200	52877	0.312
G10	Cefpodoxime Proxetil	200	53959	0.332
G10	Cefpodoxime Proxetil	200	55039	0.351
G10	Cefpodoxime Proxetil	200	56120	0.372
G10	Cefpodoxime Proxetil	200	57201	0.393
G10	Cefpodoxime Proxetil	200	58281	0.415
G10	Cefpodoxime Proxetil	200	59362	0.435
G10	Cefpodoxime Proxetil	200	60433	0.457
G10	Cefpodoxime Proxetil	200	61514	0.474
G10	Cefpodoxime Proxetil	200	62595	0.49
G10	Cefpodoxime Proxetil	200	63676	0.502
G10	Cefpodoxime Proxetil	200	64757	0.511
G10	Cefpodoxime Proxetil	200	65838	0.523
G10	Cefpodoxime Proxetil	200	66919	0.529
G10	Cefpodoxime Proxetil	200	68000	0.536
G10	Cefpodoxime Proxetil	200	69081	0.546
G10	Cefpodoxime Proxetil	200	70161	0.548
G10	Cefpodoxime Proxetil	200	71242	0.552
G10	Cefpodoxime Proxetil	200	72313	0.559
G10	Cefpodoxime Proxetil	200	73394	0.561
G10	Cefpodoxime Proxetil	200	74475	0.563
G10	Cefpodoxime Proxetil	200	75556	0.568
G10	Cefpodoxime Proxetil	200	76637	0.568
G10	Cefpodoxime Proxetil	200	77718	0.565
G10	Cefpodoxime Proxetil	200	78799	0.566
G10	Cefpodoxime Proxetil	200	79880	0.567
G10	Cefpodoxime Proxetil	200	80961	0.566
G10	Cefpodoxime Proxetil	200	82041	0.568
G10	Cefpodoxime Proxetil	200	83122	0.569
G10	Cefpodoxime Proxetil	200	84193	0.567
G10	Cefpodoxime Proxetil	200	85274	0.568
G10	Cefpodoxime Proxetil	200	86355	0.571
G10	Cefpodoxime Proxetil	200	87436	0.571
G10	Cefpodoxime Proxetil	200	88517	0.572
G10	Cefpodoxime Proxetil	200	89598	0.572
G10	Cefpodoxime Proxetil	200	90679	0.573
G10	Cefpodoxime Proxetil	200	91760	0.574
G10	Cefpodoxime Proxetil	200	92840	0.576
G10	Cefpodoxime Proxetil	200	93921	0.577
G10	Cefpodoxime Proxetil	200	95002	0.581
G10	Cefpodoxime Proxetil	200	96073	0.583
G10	Cefpodoxime Proxetil	200	97154	0.583
G10	Cefpodoxime Proxetil	200	98235	0.582
G10	Cefpodoxime Proxetil	200	99316	0.586
G10	Cefpodoxime Proxetil	200	100397	0.589
G10	Cefpodoxime Proxetil	200	101478	0.589
G10	Cefpodoxime Proxetil	200	102559	0.588
G10	Cefpodoxime Proxetil	200	103640	0.592
G10	Cefpodoxime Proxetil	200	104720	0.593
G10	Cefpodoxime Proxetil	200	105801	0.594
G10	Cefpodoxime Proxetil	200	106882	0.595
G10	Cefpodoxime Proxetil	200	107953	0.597
G10	Cefpodoxime Proxetil	200	109034	0.598
G10	Cefpodoxime Proxetil	200	110115	0.601
G10	Cefpodoxime Proxetil	200	111196	0.602
G10	Cefpodoxime Proxetil	200	112277	0.603
G10	Cefpodoxime Proxetil	200	113358	0.603
G10	Cefpodoxime Proxetil	200	114439	0.606
G10	Cefpodoxime Proxetil	200	115519	0.608
G10	Cefpodoxime Proxetil	200	116600	0.609
G10	Cefpodoxime Proxetil	200	117681	0.609
G10	Cefpodoxime Proxetil	200	118762	0.609
G11	Cefprozil	200	0	0.08
G11	Cefprozil	200	1033	0.08
G11	Cefprozil	200	2114	0.081
G11	Cefprozil	200	3195	0.082
G11	Cefprozil	200	4276	0.083
G11	Cefprozil	200	5357	0.083
G11	Cefprozil	200	6438	0.083
G11	Cefprozil	200	7519	0.084
G11	Cefprozil	200	8600	0.084
G11	Cefprozil	200	9681	0.085
G11	Cefprozil	200	10762	0.085
G11	Cefprozil	200	11843	0.086
G11	Cefprozil	200	12913	0.087
G11	Cefprozil	200	13994	0.088
G11	Cefprozil	200	15075	0.089
G11	Cefprozil	200	16156	0.09
G11	Cefprozil	200	17237	0.091
G11	Cefprozil	200	18318	0.093
G11	Cefprozil	200	19399	0.094
G11	Cefprozil	200	20480	0.095
G11	Cefprozil	200	21561	0.096
G11	Cefprozil	200	22642	0.098
G11	Cefprozil	200	23722	0.1
G11	Cefprozil	200	24793	0.101
G11	Cefprozil	200	25874	0.103
G11	Cefprozil	200	26955	0.105
G11	Cefprozil	200	28036	0.108
G11	Cefprozil	200	29117	0.109
G11	Cefprozil	200	30198	0.112
G11	Cefprozil	200	31279	0.115
G11	Cefprozil	200	32360	0.118
G11	Cefprozil	200	33441	0.122
G11	Cefprozil	200	34522	0.126
G11	Cefprozil	200	35603	0.13
G11	Cefprozil	200	36673	0.135
G11	Cefprozil	200	37754	0.14
G11	Cefprozil	200	38835	0.147
G11	Cefprozil	200	39916	0.154
G11	Cefprozil	200	40997	0.163
G11	Cefprozil	200	42078	0.172
G11	Cefprozil	200	43159	0.182
G11	Cefprozil	200	44240	0.194
G11	Cefprozil	200	45321	0.207
G11	Cefprozil	200	46402	0.22
G11	Cefprozil	200	47482	0.238
G11	Cefprozil	200	48553	0.257
G11	Cefprozil	200	49634	0.274
G11	Cefprozil	200	50715	0.295
G11	Cefprozil	200	51796	0.317
G11	Cefprozil	200	52877	0.337
G11	Cefprozil	200	53959	0.357
G11	Cefprozil	200	55039	0.38
G11	Cefprozil	200	56120	0.402
G11	Cefprozil	200	57201	0.424
G11	Cefprozil	200	58281	0.446
G11	Cefprozil	200	59362	0.465
G11	Cefprozil	200	60433	0.478
G11	Cefprozil	200	61514	0.493
G11	Cefprozil	200	62595	0.503
G11	Cefprozil	200	63676	0.513
G11	Cefprozil	200	64757	0.521
G11	Cefprozil	200	65838	0.528
G11	Cefprozil	200	66919	0.537
G11	Cefprozil	200	68000	0.539
G11	Cefprozil	200	69081	0.546
G11	Cefprozil	200	70161	0.547
G11	Cefprozil	200	71242	0.554
G11	Cefprozil	200	72313	0.557
G11	Cefprozil	200	73394	0.557
G11	Cefprozil	200	74475	0.556
G11	Cefprozil	200	75556	0.555
G11	Cefprozil	200	76637	0.554
G11	Cefprozil	200	77718	0.554
G11	Cefprozil	200	78799	0.554
G11	Cefprozil	200	79880	0.554
G11	Cefprozil	200	80961	0.555
G11	Cefprozil	200	82041	0.556
G11	Cefprozil	200	83122	0.558
G11	Cefprozil	200	84193	0.556
G11	Cefprozil	200	85274	0.554
G11	Cefprozil	200	86355	0.558
G11	Cefprozil	200	87436	0.557
G11	Cefprozil	200	88517	0.561
G11	Cefprozil	200	89598	0.559
G11	Cefprozil	200	90679	0.561
G11	Cefprozil	200	91760	0.56
G11	Cefprozil	200	92840	0.562
G11	Cefprozil	200	93921	0.563
G11	Cefprozil	200	95002	0.568
G11	Cefprozil	200	96073	0.564
G11	Cefprozil	200	97154	0.565
G11	Cefprozil	200	98235	0.566
G11	Cefprozil	200	99316	0.568
